branch,method,feature,selection_count,selection_frequency
svm_l1,elastic_net_native,RNA::ANGEL2,5,0.5
svm_l1,elastic_net_native,RNA::ANKRD20B,2,0.2
svm_l1,elastic_net_native,RNA::ANKRD27,2,0.2
svm_l1,elastic_net_native,RNA::ANKRD55,1,0.1
svm_l1,elastic_net_native,RNA::ANO2,1,0.1
svm_l1,elastic_net_native,RNA::AQP7P1,2,0.2
svm_l1,elastic_net_native,RNA::AQP7P3,1,0.1
svm_l1,elastic_net_native,RNA::ARHGEF17,1,0.1
svm_l1,elastic_net_native,RNA::ARID5B,2,0.2
svm_l1,elastic_net_native,RNA::ARV1,1,0.1
svm_l1,elastic_net_native,RNA::ASAP3,2,0.2
svm_l1,elastic_net_native,RNA::ATP1B3,2,0.2
svm_l1,elastic_net_native,RNA::ATP5EP2,10,1.0
svm_l1,elastic_net_native,RNA::ATP8B5P,10,1.0
svm_l1,elastic_net_native,RNA::BAI1,2,0.2
svm_l1,elastic_net_native,RNA::BASE,2,0.2
svm_l1,elastic_net_native,RNA::BFAR,1,0.1
svm_l1,elastic_net_native,RNA::BNIP3L,1,0.1
svm_l1,elastic_net_native,RNA::BRF2,1,0.1
svm_l1,elastic_net_native,RNA::C10orf131,1,0.1
svm_l1,elastic_net_native,RNA::C11orf92,2,0.2
svm_l1,elastic_net_native,RNA::C12orf29,2,0.2
svm_l1,elastic_net_native,RNA::C12orf43,1,0.1
svm_l1,elastic_net_native,RNA::C14orf105,2,0.2
svm_l1,elastic_net_native,RNA::C14orf143,2,0.2
svm_l1,elastic_net_native,RNA::C15orf21,9,0.9
svm_l1,elastic_net_native,RNA::C1orf107,1,0.1
svm_l1,elastic_net_native,RNA::C1orf123,1,0.1
svm_l1,elastic_net_native,RNA::C1orf87,3,0.3
svm_l1,elastic_net_native,RNA::C22orf15,1,0.1
svm_l1,elastic_net_native,RNA::C2orf61,1,0.1
svm_l1,elastic_net_native,RNA::C2orf67,2,0.2
svm_l1,elastic_net_native,RNA::C3orf38,2,0.2
svm_l1,elastic_net_native,RNA::C3orf48,5,0.5
svm_l1,elastic_net_native,RNA::C4A,3,0.3
svm_l1,elastic_net_native,RNA::CA9,1,0.1
svm_l1,elastic_net_native,RNA::CAPZA3,1,0.1
svm_l1,elastic_net_native,RNA::CAPZB,1,0.1
svm_l1,elastic_net_native,RNA::CARD8,10,1.0
svm_l1,elastic_net_native,RNA::CASP1,2,0.2
svm_l1,elastic_net_native,RNA::CCDC102A,3,0.3
svm_l1,elastic_net_native,RNA::CCDC127,1,0.1
svm_l1,elastic_net_native,RNA::CCDC34,1,0.1
svm_l1,elastic_net_native,RNA::CD151,1,0.1
svm_l1,elastic_net_native,RNA::CD69,1,0.1
svm_l1,elastic_net_native,RNA::CDH1,1,0.1
svm_l1,elastic_net_native,RNA::CDK11B,4,0.4
svm_l1,elastic_net_native,RNA::CDKL1,2,0.2
svm_l1,elastic_net_native,RNA::CEP70,1,0.1
svm_l1,elastic_net_native,RNA::CERKL,1,0.1
svm_l1,elastic_net_native,RNA::CHRDL2,2,0.2
svm_l1,elastic_net_native,RNA::CHRNA7,3,0.3
svm_l1,elastic_net_native,RNA::CLIC6,1,0.1
svm_l1,elastic_net_native,RNA::CLP1,3,0.3
svm_l1,elastic_net_native,RNA::CMC1,1,0.1
svm_l1,elastic_net_native,RNA::CNNM3,1,0.1
svm_l1,elastic_net_native,RNA::CSDE1,1,0.1
svm_l1,elastic_net_native,RNA::CSTF1,1,0.1
svm_l1,elastic_net_native,RNA::CT45A1,5,0.5
svm_l1,elastic_net_native,RNA::CT45A3,1,0.1
svm_l1,elastic_net_native,RNA::CTSH,1,0.1
svm_l1,elastic_net_native,RNA::CUL4A,1,0.1
svm_l1,elastic_net_native,RNA::CXCL13,1,0.1
svm_l1,elastic_net_native,RNA::CXorf21,3,0.3
svm_l1,elastic_net_native,RNA::CYB5R3,1,0.1
svm_l1,elastic_net_native,RNA::CYTL1,4,0.4
svm_l1,elastic_net_native,RNA::DCPS,1,0.1
svm_l1,elastic_net_native,RNA::DDX19B,2,0.2
svm_l1,elastic_net_native,RNA::DGCR6,1,0.1
svm_l1,elastic_net_native,RNA::DGKK,1,0.1
svm_l1,elastic_net_native,RNA::DIAPH1,1,0.1
svm_l1,elastic_net_native,RNA::DIRC3,1,0.1
svm_l1,elastic_net_native,RNA::DMBX1,1,0.1
svm_l1,elastic_net_native,RNA::ECHDC3,1,0.1
svm_l1,elastic_net_native,RNA::EEF1A1P9,3,0.3
svm_l1,elastic_net_native,RNA::EEPD1,3,0.3
svm_l1,elastic_net_native,RNA::EML5,1,0.1
svm_l1,elastic_net_native,RNA::ERMP1,1,0.1
svm_l1,elastic_net_native,RNA::ESM1,2,0.2
svm_l1,elastic_net_native,RNA::EXOG,1,0.1
svm_l1,elastic_net_native,RNA::FAM120AOS,1,0.1
svm_l1,elastic_net_native,RNA::FAM125B,1,0.1
svm_l1,elastic_net_native,RNA::FAM159A,4,0.4
svm_l1,elastic_net_native,RNA::FAM180B,2,0.2
svm_l1,elastic_net_native,RNA::FAM190A,1,0.1
svm_l1,elastic_net_native,RNA::FHL3,3,0.3
svm_l1,elastic_net_native,RNA::FLJ35024,1,0.1
svm_l1,elastic_net_native,RNA::FOXD3,7,0.7
svm_l1,elastic_net_native,RNA::FOXG1,1,0.1
svm_l1,elastic_net_native,RNA::FTHL3,10,1.0
svm_l1,elastic_net_native,RNA::FXN,2,0.2
svm_l1,elastic_net_native,RNA::FYCO1,6,0.6
svm_l1,elastic_net_native,RNA::G6PC2,4,0.4
svm_l1,elastic_net_native,RNA::GAPT,3,0.3
svm_l1,elastic_net_native,RNA::GBP7,2,0.2
svm_l1,elastic_net_native,RNA::GCSH,10,1.0
svm_l1,elastic_net_native,RNA::GDF7,1,0.1
svm_l1,elastic_net_native,RNA::GKN1,1,0.1
svm_l1,elastic_net_native,RNA::GLP1R,1,0.1
svm_l1,elastic_net_native,RNA::GLUD1,1,0.1
svm_l1,elastic_net_native,RNA::GMDS,2,0.2
svm_l1,elastic_net_native,RNA::GOLGA6L5,1,0.1
svm_l1,elastic_net_native,RNA::GP9,3,0.3
svm_l1,elastic_net_native,RNA::GPR182,4,0.4
svm_l1,elastic_net_native,RNA::GPR89A,1,0.1
svm_l1,elastic_net_native,RNA::GRM8,1,0.1
svm_l1,elastic_net_native,RNA::GTF2H1,1,0.1
svm_l1,elastic_net_native,RNA::H3F3C,2,0.2
svm_l1,elastic_net_native,RNA::HAPLN1,5,0.5
svm_l1,elastic_net_native,RNA::HBZ,1,0.1
svm_l1,elastic_net_native,RNA::HCG22,4,0.4
svm_l1,elastic_net_native,RNA::HDAC1,1,0.1
svm_l1,elastic_net_native,RNA::HECA,1,0.1
svm_l1,elastic_net_native,RNA::HERC2,1,0.1
svm_l1,elastic_net_native,RNA::HIST1H2BE,5,0.5
svm_l1,elastic_net_native,RNA::HIST1H4H,6,0.6
svm_l1,elastic_net_native,RNA::HK2,1,0.1
svm_l1,elastic_net_native,RNA::HKDC1,1,0.1
svm_l1,elastic_net_native,RNA::HLA-DRB6,1,0.1
svm_l1,elastic_net_native,RNA::HLA-G,1,0.1
svm_l1,elastic_net_native,RNA::HMGA1,1,0.1
svm_l1,elastic_net_native,RNA::HNRNPA3P1,9,0.9
svm_l1,elastic_net_native,RNA::HPS3,2,0.2
svm_l1,elastic_net_native,RNA::HRASLS,1,0.1
svm_l1,elastic_net_native,RNA::HSPBAP1,2,0.2
svm_l1,elastic_net_native,RNA::HSPC072,1,0.1
svm_l1,elastic_net_native,RNA::HTN3,4,0.4
svm_l1,elastic_net_native,RNA::ID2B,2,0.2
svm_l1,elastic_net_native,RNA::ID3,6,0.6
svm_l1,elastic_net_native,RNA::ID4,1,0.1
svm_l1,elastic_net_native,RNA::IL12A,2,0.2
svm_l1,elastic_net_native,RNA::IL9,2,0.2
svm_l1,elastic_net_native,RNA::ITGA8,2,0.2
svm_l1,elastic_net_native,RNA::IVL,1,0.1
svm_l1,elastic_net_native,RNA::KIAA1984,1,0.1
svm_l1,elastic_net_native,RNA::KLHL4,1,0.1
svm_l1,elastic_net_native,RNA::KRTAP4-7,1,0.1
svm_l1,elastic_net_native,RNA::LAYN,2,0.2
svm_l1,elastic_net_native,RNA::LCE1E,1,0.1
svm_l1,elastic_net_native,RNA::LEKR1,10,1.0
svm_l1,elastic_net_native,RNA::LGALS9C,1,0.1
svm_l1,elastic_net_native,RNA::LHX5,1,0.1
svm_l1,elastic_net_native,RNA::LIMD2,5,0.5
svm_l1,elastic_net_native,RNA::LOC100129034,7,0.7
svm_l1,elastic_net_native,RNA::LOC100132831,1,0.1
svm_l1,elastic_net_native,RNA::LOC100133050,1,0.1
svm_l1,elastic_net_native,RNA::LOC100240726,2,0.2
svm_l1,elastic_net_native,RNA::LOC100288778,2,0.2
svm_l1,elastic_net_native,RNA::LOC151162,1,0.1
svm_l1,elastic_net_native,RNA::LOC341056,3,0.3
svm_l1,elastic_net_native,RNA::LOC348021,2,0.2
svm_l1,elastic_net_native,RNA::LOC643387,10,1.0
svm_l1,elastic_net_native,RNA::LOC644936,4,0.4
svm_l1,elastic_net_native,RNA::LOC723809,1,0.1
svm_l1,elastic_net_native,RNA::LOC728643,10,1.0
svm_l1,elastic_net_native,RNA::LONRF1,2,0.2
svm_l1,elastic_net_native,RNA::LRRC3,2,0.2
svm_l1,elastic_net_native,RNA::LSM14A,2,0.2
svm_l1,elastic_net_native,RNA::MAD2L2,1,0.1
svm_l1,elastic_net_native,RNA::MCM6,2,0.2
svm_l1,elastic_net_native,RNA::MFN2,1,0.1
svm_l1,elastic_net_native,RNA::MFNG,8,0.8
svm_l1,elastic_net_native,RNA::MFSD2B,10,1.0
svm_l1,elastic_net_native,RNA::MIA,4,0.4
svm_l1,elastic_net_native,RNA::MLH1,1,0.1
svm_l1,elastic_net_native,RNA::MRPS10,3,0.3
svm_l1,elastic_net_native,RNA::MSX2,5,0.5
svm_l1,elastic_net_native,RNA::MSX2P1,7,0.7
svm_l1,elastic_net_native,RNA::MYH6,4,0.4
svm_l1,elastic_net_native,RNA::MYOZ2,6,0.6
svm_l1,elastic_net_native,RNA::NACAP1,10,1.0
svm_l1,elastic_net_native,RNA::NANP,1,0.1
svm_l1,elastic_net_native,RNA::NCF1C,3,0.3
svm_l1,elastic_net_native,RNA::NCRNA00169,1,0.1
svm_l1,elastic_net_native,RNA::NEU2,1,0.1
svm_l1,elastic_net_native,RNA::NIF3L1,4,0.4
svm_l1,elastic_net_native,RNA::NTN1,1,0.1
svm_l1,elastic_net_native,RNA::NUDT3,5,0.5
svm_l1,elastic_net_native,RNA::OR11G2,1,0.1
svm_l1,elastic_net_native,RNA::OR1L1,4,0.4
svm_l1,elastic_net_native,RNA::OR4D11,1,0.1
svm_l1,elastic_net_native,RNA::OR5B12,1,0.1
svm_l1,elastic_net_native,RNA::OR6C75,6,0.6
svm_l1,elastic_net_native,RNA::OR8D1,6,0.6
svm_l1,elastic_net_native,RNA::PA2G4P4,8,0.8
svm_l1,elastic_net_native,RNA::PABPC4,2,0.2
svm_l1,elastic_net_native,RNA::PAFAH2,1,0.1
svm_l1,elastic_net_native,RNA::PARP9,1,0.1
svm_l1,elastic_net_native,RNA::PCDHGB7,1,0.1
svm_l1,elastic_net_native,RNA::PDZD9,3,0.3
svm_l1,elastic_net_native,RNA::PEX2,1,0.1
svm_l1,elastic_net_native,RNA::PGA5,4,0.4
svm_l1,elastic_net_native,RNA::PGRMC2,3,0.3
svm_l1,elastic_net_native,RNA::PKHD1,1,0.1
svm_l1,elastic_net_native,RNA::PLEKHA2,2,0.2
svm_l1,elastic_net_native,RNA::PLEKHA4,8,0.8
svm_l1,elastic_net_native,RNA::PMP2,9,0.9
svm_l1,elastic_net_native,RNA::POLR2C,3,0.3
svm_l1,elastic_net_native,RNA::POLR3F,1,0.1
svm_l1,elastic_net_native,RNA::PPAPDC2,1,0.1
svm_l1,elastic_net_native,RNA::PPIAL4C,10,1.0
svm_l1,elastic_net_native,RNA::PRR5-ARHGAP8,1,0.1
svm_l1,elastic_net_native,RNA::PRRG2,3,0.3
svm_l1,elastic_net_native,RNA::PRUNE,1,0.1
svm_l1,elastic_net_native,RNA::PTDSS1,1,0.1
svm_l1,elastic_net_native,RNA::PURB,1,0.1
svm_l1,elastic_net_native,RNA::PWP1,3,0.3
svm_l1,elastic_net_native,RNA::RAN,1,0.1
svm_l1,elastic_net_native,RNA::RAPSN,1,0.1
svm_l1,elastic_net_native,RNA::RBBP7,1,0.1
svm_l1,elastic_net_native,RNA::RET,2,0.2
svm_l1,elastic_net_native,RNA::RGAG4,5,0.5
svm_l1,elastic_net_native,RNA::RHOC,1,0.1
svm_l1,elastic_net_native,RNA::RNF115,1,0.1
svm_l1,elastic_net_native,RNA::RPL13AP3,1,0.1
svm_l1,elastic_net_native,RNA::S100PBP,1,0.1
svm_l1,elastic_net_native,RNA::SAMD11,2,0.2
svm_l1,elastic_net_native,RNA::SCN7A,3,0.3
svm_l1,elastic_net_native,RNA::SCP2,1,0.1
svm_l1,elastic_net_native,RNA::SCRT2,1,0.1
svm_l1,elastic_net_native,RNA::SEMA6A,1,0.1
svm_l1,elastic_net_native,RNA::SH3BGRL3,1,0.1
svm_l1,elastic_net_native,RNA::SHISA3,1,0.1
svm_l1,elastic_net_native,RNA::SHQ1,1,0.1
svm_l1,elastic_net_native,RNA::SLC16A10,2,0.2
svm_l1,elastic_net_native,RNA::SLC17A8,1,0.1
svm_l1,elastic_net_native,RNA::SLC47A1,6,0.6
svm_l1,elastic_net_native,RNA::SNORD115-7,1,0.1
svm_l1,elastic_net_native,RNA::SNTG1,4,0.4
svm_l1,elastic_net_native,RNA::SPATS2,2,0.2
svm_l1,elastic_net_native,RNA::SRXN1,5,0.5
svm_l1,elastic_net_native,RNA::ST6GAL1,4,0.4
svm_l1,elastic_net_native,RNA::STC2,1,0.1
svm_l1,elastic_net_native,RNA::SUMF1,3,0.3
svm_l1,elastic_net_native,RNA::SUMO1P3,10,1.0
svm_l1,elastic_net_native,RNA::SUN3,3,0.3
svm_l1,elastic_net_native,RNA::SUSD3,3,0.3
svm_l1,elastic_net_native,RNA::SYF2,8,0.8
svm_l1,elastic_net_native,RNA::SYNPO2,2,0.2
svm_l1,elastic_net_native,RNA::TAAR8,2,0.2
svm_l1,elastic_net_native,RNA::TAC4,1,0.1
svm_l1,elastic_net_native,RNA::TAL1,1,0.1
svm_l1,elastic_net_native,RNA::TAOK3,1,0.1
svm_l1,elastic_net_native,RNA::TARDBP,1,0.1
svm_l1,elastic_net_native,RNA::TAS1R1,1,0.1
svm_l1,elastic_net_native,RNA::TBC1D25,2,0.2
svm_l1,elastic_net_native,RNA::TCHH,1,0.1
svm_l1,elastic_net_native,RNA::TFF2,2,0.2
svm_l1,elastic_net_native,RNA::THAP8,2,0.2
svm_l1,elastic_net_native,RNA::THRAP3,7,0.7
svm_l1,elastic_net_native,RNA::TMEM106C,1,0.1
svm_l1,elastic_net_native,RNA::TMEM149,1,0.1
svm_l1,elastic_net_native,RNA::TMEM159,1,0.1
svm_l1,elastic_net_native,RNA::TMEM178,3,0.3
svm_l1,elastic_net_native,RNA::TMEM18,3,0.3
svm_l1,elastic_net_native,RNA::TMX2,5,0.5
svm_l1,elastic_net_native,RNA::TRIM35,8,0.8
svm_l1,elastic_net_native,RNA::TRIM48,3,0.3
svm_l1,elastic_net_native,RNA::TXNDC12,1,0.1
svm_l1,elastic_net_native,RNA::USP44,1,0.1
svm_l1,elastic_net_native,RNA::VASH2,1,0.1
svm_l1,elastic_net_native,RNA::VWCE,1,0.1
svm_l1,elastic_net_native,RNA::WLS,1,0.1
svm_l1,elastic_net_native,RNA::XIRP1,1,0.1
svm_l1,elastic_net_native,RNA::XRCC5,1,0.1
svm_l1,elastic_net_native,RNA::ZNF263,2,0.2
svm_l1,elastic_net_native,RNA::ZNF596,3,0.3
svm_l1,elastic_net_native,RNA::ZNF75D,1,0.1
svm_l1,elastic_net_native,RNA::ZNRF4,2,0.2
svm_l1,elastic_net_native,SCNV::DAB1,3,0.3
svm_l1,elastic_net_native,SCNV::GPR42,1,0.1
svm_l1,elastic_net_native,SCNV::KCTD15,3,0.3
svm_l1,elastic_net_native,SCNV::KIRREL2,1,0.1
svm_l1,elastic_net_native,SCNV::LIN28A,1,0.1
svm_l1,elastic_net_native,SCNV::LINC00662,5,0.5
svm_l1,elastic_net_native,SCNV::LZIC,1,0.1
svm_l1,elastic_net_native,SCNV::MIR4425,1,0.1
svm_l1,elastic_net_native,SCNV::NPHS1,1,0.1
svm_l1,elastic_net_native,SCNV::PEPD,1,0.1
svm_l1,elastic_net_native,SCNV::PEX14,2,0.2
svm_l1,elastic_net_native,SCNV::RNA5SP40,1,0.1
svm_l1,elastic_net_native,SCNV::SLC25A33,1,0.1
svm_l1,elastic_net_native,SCNV::SLC7A9,1,0.1
svm_l1,elastic_net_native,SCNV::SPATA21,2,0.2
svm_l1,elastic_net_native,SCNV::TDRD12,1,0.1
svm_l1,elastic_net_native,SCNV::ZNF254,1,0.1
svm_l1,elastic_net_native,SCNV::ZNF726,1,0.1
svm_l1,random_bank_rep_01,RNA::ABCG1,1,0.1
svm_l1,random_bank_rep_01,RNA::AMH,1,0.1
svm_l1,random_bank_rep_01,RNA::ANGEL2,1,0.1
svm_l1,random_bank_rep_01,RNA::ARID5B,1,0.1
svm_l1,random_bank_rep_01,RNA::ASAP3,1,0.1
svm_l1,random_bank_rep_01,RNA::ATP8B5P,1,0.1
svm_l1,random_bank_rep_01,RNA::BAI1,1,0.1
svm_l1,random_bank_rep_01,RNA::BFAR,1,0.1
svm_l1,random_bank_rep_01,RNA::BNIP3L,1,0.1
svm_l1,random_bank_rep_01,RNA::C10orf131,1,0.1
svm_l1,random_bank_rep_01,RNA::C14orf105,1,0.1
svm_l1,random_bank_rep_01,RNA::C15orf21,2,0.2
svm_l1,random_bank_rep_01,RNA::C1orf123,1,0.1
svm_l1,random_bank_rep_01,RNA::C22orf15,1,0.1
svm_l1,random_bank_rep_01,RNA::C2orf67,1,0.1
svm_l1,random_bank_rep_01,RNA::C3orf38,1,0.1
svm_l1,random_bank_rep_01,RNA::C4A,1,0.1
svm_l1,random_bank_rep_01,RNA::CA9,1,0.1
svm_l1,random_bank_rep_01,RNA::CARD8,1,0.1
svm_l1,random_bank_rep_01,RNA::CCDC102A,1,0.1
svm_l1,random_bank_rep_01,RNA::CD69,1,0.1
svm_l1,random_bank_rep_01,RNA::CHRDL2,1,0.1
svm_l1,random_bank_rep_01,RNA::CHRNA7,2,0.2
svm_l1,random_bank_rep_01,RNA::CLIC6,1,0.1
svm_l1,random_bank_rep_01,RNA::CLP1,1,0.1
svm_l1,random_bank_rep_01,RNA::CT45A1,1,0.1
svm_l1,random_bank_rep_01,RNA::CXorf21,1,0.1
svm_l1,random_bank_rep_01,RNA::CYB5R3,1,0.1
svm_l1,random_bank_rep_01,RNA::DDX19B,2,0.2
svm_l1,random_bank_rep_01,RNA::ECHDC3,1,0.1
svm_l1,random_bank_rep_01,RNA::FAM159A,2,0.2
svm_l1,random_bank_rep_01,RNA::FOXD3,2,0.2
svm_l1,random_bank_rep_01,RNA::FTHL3,2,0.2
svm_l1,random_bank_rep_01,RNA::FXN,1,0.1
svm_l1,random_bank_rep_01,RNA::GBP7,1,0.1
svm_l1,random_bank_rep_01,RNA::GDF7,1,0.1
svm_l1,random_bank_rep_01,RNA::GMDS,1,0.1
svm_l1,random_bank_rep_01,RNA::GOLGA6L5,1,0.1
svm_l1,random_bank_rep_01,RNA::GP9,1,0.1
svm_l1,random_bank_rep_01,RNA::GPR182,1,0.1
svm_l1,random_bank_rep_01,RNA::GTF2H1,1,0.1
svm_l1,random_bank_rep_01,RNA::HAPLN1,2,0.2
svm_l1,random_bank_rep_01,RNA::HCG22,1,0.1
svm_l1,random_bank_rep_01,RNA::HECA,1,0.1
svm_l1,random_bank_rep_01,RNA::HIST1H2BE,2,0.2
svm_l1,random_bank_rep_01,RNA::HIST1H4H,1,0.1
svm_l1,random_bank_rep_01,RNA::HK2,1,0.1
svm_l1,random_bank_rep_01,RNA::HKDC1,1,0.1
svm_l1,random_bank_rep_01,RNA::HLA-DRB6,1,0.1
svm_l1,random_bank_rep_01,RNA::HNRNPA3P1,3,0.3
svm_l1,random_bank_rep_01,RNA::HSPBAP1,1,0.1
svm_l1,random_bank_rep_01,RNA::ID2B,1,0.1
svm_l1,random_bank_rep_01,RNA::ID3,2,0.2
svm_l1,random_bank_rep_01,RNA::IVL,1,0.1
svm_l1,random_bank_rep_01,RNA::KLHL4,1,0.1
svm_l1,random_bank_rep_01,RNA::KRTAP4-7,1,0.1
svm_l1,random_bank_rep_01,RNA::LCE1E,1,0.1
svm_l1,random_bank_rep_01,RNA::LEKR1,3,0.3
svm_l1,random_bank_rep_01,RNA::LIMD2,3,0.3
svm_l1,random_bank_rep_01,RNA::LOC100129034,2,0.2
svm_l1,random_bank_rep_01,RNA::LOC100132831,1,0.1
svm_l1,random_bank_rep_01,RNA::LOC348021,1,0.1
svm_l1,random_bank_rep_01,RNA::LOC643387,2,0.2
svm_l1,random_bank_rep_01,RNA::LOC723809,1,0.1
svm_l1,random_bank_rep_01,RNA::LRRC3,1,0.1
svm_l1,random_bank_rep_01,RNA::LSM14A,1,0.1
svm_l1,random_bank_rep_01,RNA::MFSD2B,1,0.1
svm_l1,random_bank_rep_01,RNA::MRPS10,2,0.2
svm_l1,random_bank_rep_01,RNA::MSX2,1,0.1
svm_l1,random_bank_rep_01,RNA::MSX2P1,1,0.1
svm_l1,random_bank_rep_01,RNA::MYH6,1,0.1
svm_l1,random_bank_rep_01,RNA::MYOZ2,1,0.1
svm_l1,random_bank_rep_01,RNA::NACAP1,1,0.1
svm_l1,random_bank_rep_01,RNA::NIF3L1,3,0.3
svm_l1,random_bank_rep_01,RNA::NUDT3,1,0.1
svm_l1,random_bank_rep_01,RNA::OR1L1,1,0.1
svm_l1,random_bank_rep_01,RNA::OR5B12,1,0.1
svm_l1,random_bank_rep_01,RNA::OR8D1,2,0.2
svm_l1,random_bank_rep_01,RNA::PA2G4P4,1,0.1
svm_l1,random_bank_rep_01,RNA::PABPC4,1,0.1
svm_l1,random_bank_rep_01,RNA::PKHD1,1,0.1
svm_l1,random_bank_rep_01,RNA::PLEKHA4,3,0.3
svm_l1,random_bank_rep_01,RNA::PMP2,4,0.4
svm_l1,random_bank_rep_01,RNA::POLR3F,1,0.1
svm_l1,random_bank_rep_01,RNA::PPIAL4C,1,0.1
svm_l1,random_bank_rep_01,RNA::PRR5-ARHGAP8,1,0.1
svm_l1,random_bank_rep_01,RNA::PWP1,1,0.1
svm_l1,random_bank_rep_01,RNA::RWDD2A,1,0.1
svm_l1,random_bank_rep_01,RNA::SAMD11,1,0.1
svm_l1,random_bank_rep_01,RNA::SCN7A,1,0.1
svm_l1,random_bank_rep_01,RNA::SCP2,1,0.1
svm_l1,random_bank_rep_01,RNA::SCRT2,1,0.1
svm_l1,random_bank_rep_01,RNA::SFRS4,1,0.1
svm_l1,random_bank_rep_01,RNA::SLC16A10,1,0.1
svm_l1,random_bank_rep_01,RNA::SNTG1,1,0.1
svm_l1,random_bank_rep_01,RNA::SPATS2,1,0.1
svm_l1,random_bank_rep_01,RNA::ST6GAL1,1,0.1
svm_l1,random_bank_rep_01,RNA::SUMF1,1,0.1
svm_l1,random_bank_rep_01,RNA::SUMO1P3,3,0.3
svm_l1,random_bank_rep_01,RNA::SUN3,2,0.2
svm_l1,random_bank_rep_01,RNA::SYNPO2,2,0.2
svm_l1,random_bank_rep_01,RNA::TARDBP,1,0.1
svm_l1,random_bank_rep_01,RNA::TCHH,1,0.1
svm_l1,random_bank_rep_01,RNA::THRAP3,1,0.1
svm_l1,random_bank_rep_01,RNA::TMEM149,1,0.1
svm_l1,random_bank_rep_01,RNA::TMEM18,1,0.1
svm_l1,random_bank_rep_01,RNA::TRIM35,1,0.1
svm_l1,random_bank_rep_01,RNA::TRIM48,1,0.1
svm_l1,random_bank_rep_01,RNA::WLS,1,0.1
svm_l1,random_bank_rep_01,RNA::ZNF596,1,0.1
svm_l1,random_bank_rep_01,RNA::ZNRF4,1,0.1
svm_l1,random_bank_rep_01,SCNV::KCTD15,3,0.3
svm_l1,random_bank_rep_01,SCNV::SLC25A33,1,0.1
svm_l1,random_bank_rep_01,SCNV::ZNF683,1,0.1
svm_l1,random_bank_rep_02,RNA::ABCG1,1,0.1
svm_l1,random_bank_rep_02,RNA::ACSM2A,1,0.1
svm_l1,random_bank_rep_02,RNA::ADAM2,1,0.1
svm_l1,random_bank_rep_02,RNA::AK2,2,0.2
svm_l1,random_bank_rep_02,RNA::AMH,1,0.1
svm_l1,random_bank_rep_02,RNA::AQP7P1,2,0.2
svm_l1,random_bank_rep_02,RNA::AQP7P3,1,0.1
svm_l1,random_bank_rep_02,RNA::ATP1B3,1,0.1
svm_l1,random_bank_rep_02,RNA::ATP5EP2,2,0.2
svm_l1,random_bank_rep_02,RNA::ATP8B5P,4,0.4
svm_l1,random_bank_rep_02,RNA::BAI1,1,0.1
svm_l1,random_bank_rep_02,RNA::C11orf92,1,0.1
svm_l1,random_bank_rep_02,RNA::C12orf43,1,0.1
svm_l1,random_bank_rep_02,RNA::C15orf21,2,0.2
svm_l1,random_bank_rep_02,RNA::C19orf61,1,0.1
svm_l1,random_bank_rep_02,RNA::C1orf87,1,0.1
svm_l1,random_bank_rep_02,RNA::CD69,1,0.1
svm_l1,random_bank_rep_02,RNA::CDK11B,1,0.1
svm_l1,random_bank_rep_02,RNA::CDKL1,1,0.1
svm_l1,random_bank_rep_02,RNA::CHRNA7,1,0.1
svm_l1,random_bank_rep_02,RNA::CNN3,1,0.1
svm_l1,random_bank_rep_02,RNA::CT45A1,2,0.2
svm_l1,random_bank_rep_02,RNA::CYB5R3,1,0.1
svm_l1,random_bank_rep_02,RNA::CYTL1,1,0.1
svm_l1,random_bank_rep_02,RNA::DGCR6,1,0.1
svm_l1,random_bank_rep_02,RNA::EEPD1,1,0.1
svm_l1,random_bank_rep_02,RNA::ESM1,1,0.1
svm_l1,random_bank_rep_02,RNA::FAM120AOS,1,0.1
svm_l1,random_bank_rep_02,RNA::FAM125B,1,0.1
svm_l1,random_bank_rep_02,RNA::FLJ35024,1,0.1
svm_l1,random_bank_rep_02,RNA::FTHL3,2,0.2
svm_l1,random_bank_rep_02,RNA::GAPT,1,0.1
svm_l1,random_bank_rep_02,RNA::GBP7,1,0.1
svm_l1,random_bank_rep_02,RNA::GCSH,1,0.1
svm_l1,random_bank_rep_02,RNA::GMDS,2,0.2
svm_l1,random_bank_rep_02,RNA::GP9,1,0.1
svm_l1,random_bank_rep_02,RNA::GPR182,2,0.2
svm_l1,random_bank_rep_02,RNA::HAPLN1,1,0.1
svm_l1,random_bank_rep_02,RNA::HDAC1,1,0.1
svm_l1,random_bank_rep_02,RNA::HERC2,1,0.1
svm_l1,random_bank_rep_02,RNA::HIST1H2BE,3,0.3
svm_l1,random_bank_rep_02,RNA::HIST1H4H,1,0.1
svm_l1,random_bank_rep_02,RNA::HLA-G,1,0.1
svm_l1,random_bank_rep_02,RNA::HNRNPA3P1,1,0.1
svm_l1,random_bank_rep_02,RNA::HSPC072,1,0.1
svm_l1,random_bank_rep_02,RNA::HTN3,2,0.2
svm_l1,random_bank_rep_02,RNA::ID3,1,0.1
svm_l1,random_bank_rep_02,RNA::IL9,1,0.1
svm_l1,random_bank_rep_02,RNA::ITGA8,1,0.1
svm_l1,random_bank_rep_02,RNA::KLHL4,1,0.1
svm_l1,random_bank_rep_02,RNA::LEKR1,4,0.4
svm_l1,random_bank_rep_02,RNA::LIMD2,1,0.1
