outer_repeat,outer_fold,branch,method,n_features,macro_ovr_auroc,macro_auprc,balanced_accuracy,accuracy,macro_f1
2,3,boruta_rf,elastic_net_matched,12,0.833015256157671,0.6903510794809665,0.6954545454545455,0.673469387755102,0.690478809881795
2,3,boruta_rf,stability_native,43,0.8394024641509161,0.6937907170800585,0.6992424242424242,0.6836734693877551,0.6913990969522138
2,3,boruta_rf,stability_matched,12,0.8147789968029905,0.670176056052165,0.671969696969697,0.6530612244897959,0.6620049105123732
2,3,boruta_rf,random_bank_rep_01,12,0.7976733277042873,0.6422943445816788,0.6151515151515151,0.5918367346938775,0.6048742845337773
2,3,boruta_rf,random_bank_rep_02,12,0.8290347810084653,0.6780287545167836,0.6386363636363636,0.6122448979591837,0.633430295195001
2,3,boruta_rf,random_bank_rep_03,12,0.8356370925256373,0.6964818072976082,0.7446969696969697,0.7244897959183674,0.7445221445221446
2,3,boruta_rf,random_bank_rep_04,12,0.7756122940526965,0.6166273989516654,0.6446969696969698,0.6122448979591837,0.6429839828774373
2,3,boruta_rf,random_bank_rep_05,12,0.8158080567523291,0.6581634081894637,0.6674242424242425,0.6428571428571429,0.6648956356736242
2,4,svm_l1,elastic_net_native,65,0.862370528022702,0.7299202016896524,0.716005633546863,0.6938775510204082,0.7133776091081593
2,4,svm_l1,elastic_net_matched,15,0.8504408634843418,0.7049204394149982,0.6499591113534142,0.6224489795918368,0.6412414140324378
2,4,svm_l1,stability_native,54,0.8513710277728268,0.7132917702318838,0.6801599200399799,0.6530612244897959,0.6734125089520171
2,4,svm_l1,stability_matched,15,0.8045094935049958,0.6542806916969313,0.5905569942301576,0.5408163265306123,0.5940434419381788
2,4,svm_l1,random_bank_rep_01,15,0.8198572741601227,0.6668196095130297,0.6910294852573713,0.6632653061224489,0.6840370018975332
2,4,svm_l1,random_bank_rep_02,15,0.8398271493623819,0.6832612383571942,0.6649516151015401,0.6428571428571429,0.654250728233898
2,4,svm_l1,random_bank_rep_03,15,0.8143767626676173,0.648590451870479,0.6682454227431739,0.6428571428571429,0.6562553503729974
2,4,svm_l1,random_bank_rep_04,15,0.8625525349213505,0.7214175282776681,0.684816682567807,0.6530612244897959,0.6846153846153846
2,4,svm_l1,random_bank_rep_05,15,0.8560875156827181,0.7276944951370643,0.7234223797192313,0.7040816326530612,0.7132540148844497
2,4,xgboost,elastic_net_native,70,0.8699980429365737,0.7597487076997551,0.7441165780745991,0.7244897959183674,0.7414628914628915
2,4,xgboost,elastic_net_matched,21,0.8485615933292094,0.7016830258247656,0.7094748080505202,0.6836734693877551,0.705203212832514
2,4,xgboost,stability_native,17,0.8364615943776363,0.679556779602744,0.6703352869020035,0.6428571428571429,0.6566066066066065
2,4,xgboost,stability_matched,21,0.8328210719814918,0.6813328210868524,0.6682454227431739,0.6428571428571429,0.6592436413129337
2,4,xgboost,random_bank_rep_01,21,0.8517121509175483,0.7133342822674977,0.6857026032438327,0.6530612244897959,0.6815514373960561
2,4,xgboost,random_bank_rep_02,21,0.8520756754489889,0.7141996093072159,0.6866907455363227,0.6632653061224489,0.6798917538749236
2,4,xgboost,random_bank_rep_03,21,0.8331593643737571,0.6837119713146956,0.6996501749125437,0.673469387755102,0.6919336527185168
2,4,xgboost,random_bank_rep_04,21,0.8552585944789843,0.7234189301011554,0.6596247330880014,0.6326530612244898,0.6494289806110458
2,4,xgboost,random_bank_rep_05,21,0.828457868967614,0.6844929422016754,0.6662123483712689,0.6326530612244898,0.6646037446393083
2,4,boruta_rf,elastic_net_native,21,0.8693932054951545,0.7181944386803739,0.7125528145018399,0.6938775510204082,0.7006858062060244
2,4,boruta_rf,elastic_net_matched,19,0.8570583239848608,0.7003947307975879,0.6941074917086911,0.673469387755102,0.6792019113207076
2,4,boruta_rf,stability_native,6,0.8387568104059859,0.684538749701059,0.5991208940984053,0.5612244897959183,0.5915181753385603
2,4,boruta_rf,stability_matched,19,0.8694719074029419,0.7216713473213607,0.7016832492844487,0.6836734693877551,0.6866039426523297
2,4,boruta_rf,random_bank_rep_01,19,0.869743624691151,0.7412406152294178,0.6488119576575349,0.6122448979591837,0.6450980392156862
2,4,boruta_rf,random_bank_rep_02,19,0.8740310963399418,0.7325917562046796,0.6932783608195903,0.6632653061224489,0.6904677289923192
2,4,boruta_rf,random_bank_rep_03,19,0.8503525859447898,0.6902506892739407,0.66396347280905,0.6326530612244898,0.6581932773109243
2,4,boruta_rf,random_bank_rep_04,19,0.889619910324558,0.7603530310288225,0.7441165780745991,0.7244897959183674,0.7399869777918558
2,4,boruta_rf,random_bank_rep_05,19,0.8361645750551298,0.6796985050705567,0.6467220934987051,0.6122448979591837,0.6429684344162964
2,5,svm_l1,elastic_net_native,77,0.8539976864714496,0.7199124578629194,0.6346485847985098,0.6020408163265306,0.6277678592130584
2,5,svm_l1,elastic_net_matched,13,0.82541012710428,0.6746290117889626,0.6490277588478488,0.6020408163265306,0.6461415062478892
2,5,svm_l1,stability_native,63,0.8578684434006774,0.7269392047996417,0.6748330380264413,0.6428571428571429,0.6720085470085471
2,5,svm_l1,stability_matched,13,0.802158151693384,0.651239815149619,0.6533097087819726,0.6122448979591837,0.6530054644808744
2,5,svm_l1,random_bank_rep_01,13,0.8280678541847958,0.6653233890460198,0.6403502794057516,0.6020408163265306,0.6390692640692641
2,5,svm_l1,random_bank_rep_02,13,0.8352739364583442,0.6661725565094593,0.6620894098405342,0.6224489795918368,0.6639112903225806
2,5,svm_l1,random_bank_rep_03,13,0.8333535042433535,0.6792824590344599,0.6383608894853273,0.6122448979591837,0.6415151515151515
2,5,svm_l1,random_bank_rep_04,13,0.8252451396679282,0.6508389662521017,0.6586365907955113,0.6224489795918368,0.6569079887916738
2,5,svm_l1,random_bank_rep_05,13,0.8199868946645559,0.6490116761667758,0.6368974603607287,0.6020408163265306,0.629321800691488
2,5,xgboost,elastic_net_native,65,0.8439676315688309,0.6998916910530214,0.6692903548225887,0.6428571428571429,0.658089173522585
2,5,xgboost,elastic_net_matched,20,0.82628378118633,0.6766254118770053,0.5925900686020625,0.5510204081632653,0.5925659061016755
2,5,xgboost,stability_native,19,0.8152892085425819,0.6661061540872187,0.6326155104266048,0.5918367346938775,0.6289731682146542
2,5,xgboost,stability_matched,20,0.8171218586510941,0.6584399729192983,0.6596815228749262,0.6224489795918368,0.6541770038721046
2,5,xgboost,random_bank_rep_01,20,0.8191362011302041,0.6690284801641919,0.6270728272227523,0.5918367346938775,0.6157600862371765
2,5,xgboost,random_bank_rep_02,20,0.812969459326281,0.6311274002709925,0.616203262005361,0.5816326530612245,0.6013421005224283
2,5,xgboost,random_bank_rep_03,20,0.8267058778303156,0.6654778439672586,0.6782858570714643,0.6428571428571429,0.6786811887875717
2,5,xgboost,random_bank_rep_04,20,0.8151328531538427,0.6372863204527818,0.6501749125437282,0.6122448979591837,0.6448781334027236
2,5,xgboost,random_bank_rep_05,20,0.7987353176558574,0.631932186696432,0.6241538321748217,0.5816326530612245,0.6252136752136752
2,5,boruta_rf,elastic_net_native,54,0.8349141513159504,0.689312392574752,0.6522647767025578,0.6122448979591837,0.6543499849365662
2,5,boruta_rf,elastic_net_matched,20,0.8576695568299766,0.7166522620854594,0.6781268456680751,0.6428571428571429,0.6745797208104317
2,5,boruta_rf,stability_native,25,0.8499452371716238,0.6998711712990417,0.63157057834719,0.5918367346938775,0.6290337451595058
2,5,boruta_rf,stability_matched,20,0.8463757282198062,0.6966066188099165,0.6500159011403389,0.6122448979591837,0.648290711312467
2,5,boruta_rf,random_bank_rep_01,20,0.8246786047535672,0.6749215160842975,0.5970878197265004,0.5510204081632653,0.5998655913978495
2,5,boruta_rf,random_bank_rep_02,20,0.8575899812331597,0.730737437875919,0.6889964108854664,0.6530612244897959,0.6865483816110198
2,5,boruta_rf,random_bank_rep_03,20,0.8762160178651932,0.7584434341367529,0.6770819135886601,0.6428571428571429,0.6766397895579573
2,5,boruta_rf,random_bank_rep_04,20,0.8674549089091818,0.7312777433603721,0.6846576711644177,0.6530612244897959,0.6837606837606838
2,5,boruta_rf,random_bank_rep_05,20,0.8496411584417581,0.7081778075436183,0.651004043432829,0.6224489795918368,0.6450426944971537
