outer_repeat,outer_fold,branch,method,features,feature_count
2,3,svm_l1,rfecv_only,"[""RNA::ASAP3"", ""RNA::CD151"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::NACAP1"", ""RNA::SFRS4"", ""SCNV::DAB1""]",9
2,3,svm_l1,highest_locking_score,"[""RNA::AGPAT4"", ""RNA::ASAP3"", ""RNA::C15orf21"", ""RNA::C4A"", ""RNA::HNRNPA3P1"", ""RNA::HTN3"", ""RNA::LHX5"", ""RNA::LONRF1"", ""RNA::MSX2"", ""RNA::OR4D11"", ""RNA::SLC47A1"", ""RNA::SLCO1A2"", ""RNA::SUN3"", ""RNA::SUSD3"", ""RNA::THRAP3"", ""SCNV::DAB1""]",16
2,3,svm_l1,legacy_top3_medoid,"[""RNA::C3orf48"", ""RNA::CT45A1"", ""RNA::GCSH"", ""RNA::LOC341056"", ""RNA::MSX2"", ""RNA::NCF1C"", ""RNA::OR8D1"", ""RNA::PLEKHA4"", ""RNA::PPP2R5A"", ""RNA::SLCO1A2"", ""RNA::ST6GAL1"", ""SCNV::KCTD15""]",12
2,3,svm_l1,unrestricted_medoid,"[""RNA::ATP5EP2"", ""RNA::C19orf61"", ""RNA::C3orf48"", ""RNA::CA9"", ""RNA::FOXD3"", ""RNA::HSPC072"", ""RNA::LSM14A"", ""RNA::MFSD2B"", ""RNA::PA2G4P4"", ""RNA::PRAM1"", ""RNA::RAN"", ""RNA::SLCO1A2"", ""SCNV::DAB1""]",13
2,3,svm_l1,regret_constrained_medoid,"[""RNA::AGPAT4"", ""RNA::ASAP3"", ""RNA::C15orf21"", ""RNA::C4A"", ""RNA::HNRNPA3P1"", ""RNA::HTN3"", ""RNA::LHX5"", ""RNA::LONRF1"", ""RNA::MSX2"", ""RNA::OR4D11"", ""RNA::SLC47A1"", ""RNA::SLCO1A2"", ""RNA::SUN3"", ""RNA::SUSD3"", ""RNA::THRAP3"", ""SCNV::DAB1""]",16
2,3,xgboost,direct,"[""RNA::ACAP3"", ""RNA::ACSBG1"", ""RNA::ADCYAP1"", ""RNA::ALG12"", ""RNA::ALMS1P"", ""RNA::ANGEL2"", ""RNA::ANGPTL2"", ""RNA::ARHGEF3"", ""RNA::ARL4C"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::AVEN"", ""RNA::AZIN1"", ""RNA::B3GNT7"", ""RNA::C12orf59"", ""RNA::C14orf143"", ""RNA::C18orf2"", ""RNA::C18orf26"", ""RNA::C18orf8"", ""RNA::C20orf111"", ""RNA::C2orf43"", ""RNA::C3orf77"", ""RNA::C6orf142"", ""RNA::CCDC107"", ""RNA::CCDC46"", ""RNA::CDKAL1"", ""RNA::CENPC1"", ""RNA::CLUAP1"", ""RNA::CPO"", ""RNA::CYP3A43"", ""RNA::DDOST"", ""RNA::DRD2"", ""RNA::EEF1A1P9"", ""RNA::ERP44"", ""RNA::FAM124A"", ""RNA::FCRL3"", ""RNA::FOXI1"", ""RNA::FTHL3"", ""RNA::GALR1"", ""RNA::GLIS1"", ""RNA::GPR128"", ""RNA::HNRNPA3P1"", ""RNA::HSD3B2"", ""RNA::IFIH1"", ""RNA::IHH"", ""RNA::KLHL15"", ""RNA::L3MBTL3"", ""RNA::LDLRAD2"", ""RNA::LOC162632"", ""RNA::LOC642852"", ""RNA::LOC90784"", ""RNA::LRRN4CL"", ""RNA::LRRTM4"", ""RNA::MADD"", ""RNA::MASTL"", ""RNA::MAT1A"", ""RNA::MGC16703"", ""RNA::NCRNA00169"", ""RNA::NECAP2"", ""RNA::NEURL3"", ""RNA::NFIA"", ""RNA::NMI"", ""RNA::OR5B2"", ""RNA::PAPPA2"", ""RNA::PCDHB8"", ""RNA::PDCD5"", ""RNA::PLSCR1"", ""RNA::PPIAL4C"", ""RNA::PSMG3"", ""RNA::PTGER2"", ""RNA::QPRT"", ""RNA::RDH16"", ""RNA::RGS10"", ""RNA::RGS9"", ""RNA::RORA"", ""RNA::RPL13A"", ""RNA::RPPH1"", ""RNA::RTF1"", ""RNA::SCGB3A2"", ""RNA::SCML1"", ""RNA::SECISBP2"", ""RNA::SECTM1"", ""RNA::SH3BP5"", ""RNA::THRAP3"", ""RNA::TMEM179"", ""RNA::TMEM87A"", ""RNA::TNFSF13B"", ""RNA::TP53I13"", ""RNA::TRIB1"", ""RNA::TXLNA"", ""RNA::ZNF275"", ""RNA::ZNF425"", ""RNA::ZNF426"", ""RNA::ZNF697"", ""SCNV::DAB1"", ""SCNV::FFAR3"", ""SCNV::KIF1B"", ""SCNV::NEGR1"", ""SCNV::PEX14""]",100
2,3,xgboost,rfecv_only,"[""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::C20orf111"", ""RNA::DDOST"", ""RNA::EEF1A1P9"", ""RNA::ERP44"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::LDLRAD2"", ""RNA::LRRTM4"", ""RNA::MADD"", ""RNA::PLSCR1"", ""RNA::PPIAL4C"", ""RNA::RGS10"", ""RNA::TMEM87A"", ""RNA::TXLNA"", ""SCNV::DAB1"", ""SCNV::KIF1B"", ""SCNV::PEX14""]",20
2,3,xgboost,highest_locking_score,"[""RNA::C14orf143"", ""RNA::C2orf43"", ""RNA::CCDC46"", ""RNA::CPO"", ""RNA::CYP3A43"", ""RNA::EEF1A1P9"", ""RNA::GLIS1"", ""RNA::GPR128"", ""RNA::HNRNPA3P1"", ""RNA::HSD3B2"", ""RNA::IHH"", ""RNA::OR5B2"", ""RNA::PLSCR1"", ""RNA::PPIAL4C"", ""RNA::RGS10"", ""RNA::RORA"", ""RNA::RPPH1"", ""RNA::SCML1"", ""SCNV::DAB1"", ""SCNV::FFAR3""]",20
2,3,xgboost,legacy_top3_medoid,"[""RNA::ALG12"", ""RNA::ANGEL2"", ""RNA::ARHGEF3"", ""RNA::ATP8B5P"", ""RNA::B3GNT7"", ""RNA::C18orf2"", ""RNA::ERP44"", ""RNA::GLIS1"", ""RNA::HSD3B2"", ""RNA::IHH"", ""RNA::LOC162632"", ""RNA::PAPPA2"", ""RNA::PLSCR1"", ""RNA::RDH16"", ""RNA::RORA"", ""RNA::RTF1"", ""RNA::TXLNA"", ""RNA::ZNF426"", ""RNA::ZNF697"", ""SCNV::PEX14""]",20
2,3,xgboost,unrestricted_medoid,"[""RNA::ANGEL2"", ""RNA::ATP8B5P"", ""RNA::AZIN1"", ""RNA::B3GNT7"", ""RNA::C18orf2"", ""RNA::C6orf142"", ""RNA::CCDC46"", ""RNA::CLUAP1"", ""RNA::DDOST"", ""RNA::HSD3B2"", ""RNA::IHH"", ""RNA::KLHL15"", ""RNA::L3MBTL3"", ""RNA::LDLRAD2"", ""RNA::MASTL"", ""RNA::PSMG3"", ""RNA::PTGER2"", ""RNA::SCML1"", ""RNA::TP53I13"", ""RNA::ZNF697""]",20
2,3,xgboost,regret_constrained_medoid,"[""RNA::ACAP3"", ""RNA::ALG12"", ""RNA::ANGEL2"", ""RNA::ARHGEF3"", ""RNA::C12orf59"", ""RNA::C6orf142"", ""RNA::CYP3A43"", ""RNA::FAM124A"", ""RNA::HNRNPA3P1"", ""RNA::HSD3B2"", ""RNA::IHH"", ""RNA::LOC90784"", ""RNA::MASTL"", ""RNA::PAPPA2"", ""RNA::PCDHB8"", ""RNA::PTGER2"", ""RNA::SECISBP2"", ""RNA::THRAP3"", ""RNA::TP53I13"", ""SCNV::DAB1""]",20
2,3,boruta_rf,direct,"[""RNA::AKAP6"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::ATP8B5P"", ""RNA::BAGE2"", ""RNA::BRD7"", ""RNA::BZW1"", ""RNA::C10orf4"", ""RNA::C12orf48"", ""RNA::C14orf19"", ""RNA::C15orf21"", ""RNA::CASP6"", ""RNA::CCDC109B"", ""RNA::CDC26"", ""RNA::CEP170L"", ""RNA::CKLF"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::DDOST"", ""RNA::DOCK7"", ""RNA::DST"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::EIF3A"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GBAP1"", ""RNA::GCSH"", ""RNA::GGTLC1"", ""RNA::GPN1"", ""RNA::GPX7"", ""RNA::GUSBL1"", ""RNA::H3F3C"", ""RNA::HNRNPA3P1"", ""RNA::IKBIP"", ""RNA::LDHA"", ""RNA::LOC100130776"", ""RNA::LOC284232"", ""RNA::LOC341056"", ""RNA::LOC407835"", ""RNA::LOC442454"", ""RNA::LOC541471"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LRRC37A4"", ""RNA::LRRTM4"", ""RNA::LSM14A"", ""RNA::LYPLA1"", ""RNA::MDK"", ""RNA::MFSD2B"", ""RNA::MPRIP"", ""RNA::NACA2"", ""RNA::NACAP1"", ""RNA::NALCN"", ""RNA::NCRNA00152"", ""RNA::OSTC"", ""RNA::PA2G4P4"", ""RNA::PAIP1"", ""RNA::PCBP3"", ""RNA::PIGC"", ""RNA::PMS2L2"", ""RNA::PPIA"", ""RNA::PPIAL4C"", ""RNA::PVT1"", ""RNA::RAB6C"", ""RNA::RAN"", ""RNA::REXO2"", ""RNA::RPL12"", ""RNA::RPL13A"", ""RNA::RPL13AP3"", ""RNA::RPL17"", ""RNA::RPL23P8"", ""RNA::RPS27A"", ""RNA::RRM2"", ""RNA::SHQ1"", ""RNA::SLC6A10P"", ""RNA::SNRNP40"", ""RNA::SPCS2"", ""RNA::SPTAN1"", ""RNA::SUMO1P3"", ""RNA::SYNPO2"", ""RNA::TARSL2"", ""RNA::TMOD2"", ""RNA::TNRC6C"", ""RNA::TOP1P2"", ""RNA::TOR1A"", ""RNA::TUBA1C"", ""RNA::TXLNA"", ""RNA::UBE2MP1"", ""RNA::UPF2"", ""RNA::WBP11P1"", ""RNA::WDR77"", ""RNA::ZCCHC9"", ""RNA::ZMYND17"", ""RNA::ZNF207""]",100
2,3,boruta_rf,rfecv_only,"[""RNA::ASAP3"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::TXLNA"", ""RNA::WDR77""]",9
2,3,boruta_rf,highest_locking_score,"[""RNA::C14orf19"", ""RNA::CASP6"", ""RNA::CEP170L"", ""RNA::DYNC1H1"", ""RNA::GBAP1"", ""RNA::GCSH"", ""RNA::HNRNPA3P1"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::MPRIP"", ""RNA::PAIP1"", ""RNA::PVT1"", ""RNA::RAB6C"", ""RNA::RRM2"", ""RNA::SLC6A10P"", ""RNA::SNRNP40"", ""RNA::SYNPO2"", ""RNA::TXLNA"", ""RNA::WBP11P1""]",20
2,3,boruta_rf,legacy_top3_medoid,"[""RNA::C10orf4"", ""RNA::C15orf21"", ""RNA::CEP170L"", ""RNA::CTCFL"", ""RNA::DDOST"", ""RNA::FAM90A7"", ""RNA::LOC643387"", ""RNA::LSM14A"", ""RNA::NALCN"", ""RNA::REXO2"", ""RNA::RPL13A"", ""RNA::RPL13AP3""]",12
2,3,boruta_rf,unrestricted_medoid,"[""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::C15orf21"", ""RNA::GGTLC1"", ""RNA::LOC643387"", ""RNA::NALCN"", ""RNA::OSTC"", ""RNA::PPIAL4C"", ""RNA::PVT1"", ""RNA::REXO2"", ""RNA::RPL23P8"", ""RNA::RPS27A"", ""RNA::SPCS2"", ""RNA::SPTAN1"", ""RNA::TARSL2"", ""RNA::TUBA1C"", ""RNA::ZNF207""]",17
2,3,boruta_rf,regret_constrained_medoid,"[""RNA::C10orf4"", ""RNA::C15orf21"", ""RNA::CEP170L"", ""RNA::CTCFL"", ""RNA::DDOST"", ""RNA::FAM90A7"", ""RNA::LOC643387"", ""RNA::LSM14A"", ""RNA::NALCN"", ""RNA::REXO2"", ""RNA::RPL13A"", ""RNA::RPL13AP3""]",12
2,4,svm_l1,direct,"[""RNA::ABCG1"", ""RNA::ACSM2A"", ""RNA::ADAM2"", ""RNA::AK2"", ""RNA::ANGEL2"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::C14orf105"", ""RNA::C15orf21"", ""RNA::C4A"", ""RNA::CARD8"", ""RNA::CCDC102A"", ""RNA::CLIC6"", ""RNA::CLP1"", ""RNA::CSTF1"", ""RNA::CYTL1"", ""RNA::FHL3"", ""RNA::FOXD3"", ""RNA::FOXG1"", ""RNA::FTHL3"", ""RNA::G6PC2"", ""RNA::GAPT"", ""RNA::GCSH"", ""RNA::HAPLN1"", ""RNA::HCG22"", ""RNA::HDAC1"", ""RNA::HIST1H4H"", ""RNA::HK2"", ""RNA::HKDC1"", ""RNA::HNRNPA3P1"", ""RNA::HSPBAP1"", ""RNA::HTN3"", ""RNA::ID2B"", ""RNA::ID3"", ""RNA::ITGA8"", ""RNA::LEKR1"", ""RNA::LGALS9C"", ""RNA::LIMD2"", ""RNA::LOC100129034"", ""RNA::LOC100133050"", ""RNA::LOC100288778"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::MFNG"", ""RNA::MFSD2B"", ""RNA::MRPS10"", ""RNA::MYH6"", ""RNA::NACAP1"", ""RNA::NCF1C"", ""RNA::OR5B12"", ""RNA::OR8D1"", ""RNA::PA2G4P4"", ""RNA::PDZD9"", ""RNA::PLEKHA4"", ""RNA::PMP2"", ""RNA::POLR3F"", ""RNA::PPIAL4C"", ""RNA::PRRG2"", ""RNA::PRUNE"", ""RNA::RGAG4"", ""RNA::SCP2"", ""RNA::SLC17A8"", ""RNA::SPATS2"", ""RNA::SRXN1"", ""RNA::SUMO1P3"", ""RNA::THRAP3"", ""RNA::TMEM149"", ""RNA::TMEM178"", ""RNA::WLS"", ""RNA::ZNF263"", ""SCNV::LINC00662""]",71
2,4,svm_l1,rfecv_only,"[""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::HAPLN1"", ""RNA::HDAC1"", ""RNA::HNRNPA3P1"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::NACAP1"", ""RNA::PPIAL4C"", ""RNA::SCP2"", ""RNA::SUMO1P3"", ""RNA::THRAP3"", ""RNA::TMEM149"", ""RNA::WLS"", ""SCNV::LINC00662""]",15
2,4,svm_l1,highest_locking_score,"[""RNA::ABCG1"", ""RNA::ADAM2"", ""RNA::CARD8"", ""RNA::CCDC102A"", ""RNA::CYTL1"", ""RNA::FOXD3"", ""RNA::GCSH"", ""RNA::HNRNPA3P1"", ""RNA::NCF1C"", ""RNA::OR5B12"", ""RNA::OR8D1"", ""RNA::PMP2"", ""RNA::PRUNE"", ""RNA::SRXN1"", ""SCNV::LINC00662""]",15
2,4,svm_l1,legacy_top3_medoid,"[""RNA::ABCG1"", ""RNA::ADAM2"", ""RNA::CARD8"", ""RNA::CCDC102A"", ""RNA::CYTL1"", ""RNA::FOXD3"", ""RNA::GCSH"", ""RNA::HNRNPA3P1"", ""RNA::NCF1C"", ""RNA::OR5B12"", ""RNA::OR8D1"", ""RNA::PMP2"", ""RNA::PRUNE"", ""RNA::SRXN1"", ""SCNV::LINC00662""]",15
2,4,svm_l1,unrestricted_medoid,"[""RNA::ABCG1"", ""RNA::ACSM2A"", ""RNA::ADAM2"", ""RNA::AK2"", ""RNA::FHL3"", ""RNA::FOXD3"", ""RNA::FOXG1"", ""RNA::HNRNPA3P1"", ""RNA::HSPBAP1"", ""RNA::LEKR1"", ""RNA::LOC100133050"", ""RNA::OR8D1"", ""RNA::PLEKHA4"", ""RNA::SUMO1P3"", ""RNA::ZNF263""]",15
2,4,svm_l1,regret_constrained_medoid,"[""RNA::ABCG1"", ""RNA::ACSM2A"", ""RNA::ADAM2"", ""RNA::AK2"", ""RNA::FHL3"", ""RNA::FOXD3"", ""RNA::FOXG1"", ""RNA::HNRNPA3P1"", ""RNA::HSPBAP1"", ""RNA::LEKR1"", ""RNA::LOC100133050"", ""RNA::OR8D1"", ""RNA::PLEKHA4"", ""RNA::SUMO1P3"", ""RNA::ZNF263""]",15
2,4,xgboost,direct,"[""RNA::ABCA12"", ""RNA::ABCA9"", ""RNA::ACAD8"", ""RNA::ADAM8"", ""RNA::AKR1CL1"", ""RNA::ALKBH3"", ""RNA::ANKRD20A3"", ""RNA::ANKRD31"", ""RNA::ASAP3"", ""RNA::ASXL2"", ""RNA::B3GNT5"", ""RNA::B4GALNT3"", ""RNA::BAZ1B"", ""RNA::C10orf75"", ""RNA::C5orf34"", ""RNA::C6orf124"", ""RNA::C8orf4"", ""RNA::CALHM1"", ""RNA::CASP9"", ""RNA::CC2D2A"", ""RNA::CCDC41"", ""RNA::CLGN"", ""RNA::CRLS1"", ""RNA::CRYZL1"", ""RNA::CYP21A2"", ""RNA::DHRS12"", ""RNA::DIS3L2"", ""RNA::DNALI1"", ""RNA::EEF1A1P9"", ""RNA::ENPP7"", ""RNA::ETNK1"", ""RNA::FAM46D"", ""RNA::FAM58B"", ""RNA::FAM98B"", ""RNA::FBXO21"", ""RNA::FLJ39582"", ""RNA::FTHL3"", ""RNA::FZD4"", ""RNA::GLIS2"", ""RNA::GPX3"", ""RNA::IFNE"", ""RNA::INPP1"", ""RNA::IRS4"", ""RNA::KGFLP2"", ""RNA::KIAA1409"", ""RNA::KLHL12"", ""RNA::KRTAP5-3"", ""RNA::LBX1"", ""RNA::LOC100129066"", ""RNA::LOC285359"", ""RNA::LOC442454"", ""RNA::LOC647309"", ""RNA::MAK16"", ""RNA::MGC45800"", ""RNA::MIMT1"", ""RNA::MRC1"", ""RNA::MRPL35"", ""RNA::MYO5A"", ""RNA::NAA15"", ""RNA::NADK"", ""RNA::NAPB"", ""RNA::NT5C3"", ""RNA::NUDT11"", ""RNA::OAT"", ""RNA::OR2C1"", ""RNA::PCBP3"", ""RNA::PDCD6"", ""RNA::PHC1"", ""RNA::PID1"", ""RNA::PLCB4"", ""RNA::PNPO"", ""RNA::PPIAL4C"", ""RNA::PSD2"", ""RNA::PSMA8"", ""RNA::PSMG1"", ""RNA::RAB41"", ""RNA::RPS27L"", ""RNA::RWDD1"", ""RNA::SEPT9"", ""RNA::SLC5A3"", ""RNA::SUPT5H"", ""RNA::SUSD3"", ""RNA::TAF15"", ""RNA::THRAP3"", ""RNA::TMEM165"", ""RNA::TMEM233"", ""RNA::TMEM39A"", ""RNA::TNF"", ""RNA::TOP1P2"", ""RNA::TP53I3"", ""RNA::TRIP10"", ""RNA::TTC5"", ""RNA::UGT1A10"", ""RNA::VPS53"", ""RNA::WLS"", ""RNA::ZFP36"", ""RNA::ZNF667"", ""RNA::ZXDB"", ""SCNV::PLEKHF1"", ""SCNV::snoU13|ENSG00000238506.1""]",100
2,4,xgboost,rfecv_only,"[""RNA::ASAP3"", ""RNA::B3GNT5"", ""RNA::C5orf34"", ""RNA::CRYZL1"", ""RNA::DNALI1"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::KIAA1409"", ""RNA::LOC442454"", ""RNA::NADK"", ""RNA::PCBP3"", ""RNA::PPIAL4C"", ""RNA::RAB41"", ""RNA::SEPT9"", ""RNA::THRAP3"", ""RNA::TMEM165"", ""RNA::TOP1P2"", ""RNA::WLS"", ""SCNV::PLEKHF1""]",19
2,4,xgboost,highest_locking_score,"[""RNA::ABCA12"", ""RNA::ABCA9"", ""RNA::ANKRD31"", ""RNA::C10orf75"", ""RNA::CALHM1"", ""RNA::CCDC41"", ""RNA::FAM98B"", ""RNA::FTHL3"", ""RNA::GPX3"", ""RNA::KIAA1409"", ""RNA::NADK"", ""RNA::NUDT11"", ""RNA::PLCB4"", ""RNA::PSMA8"", ""RNA::RPS27L"", ""RNA::SEPT9"", ""RNA::SUPT5H"", ""RNA::TOP1P2"", ""RNA::TRIP10"", ""RNA::VPS53"", ""SCNV::snoU13|ENSG00000238506.1""]",21
2,4,xgboost,legacy_top3_medoid,"[""RNA::ACAD8"", ""RNA::CC2D2A"", ""RNA::CCDC41"", ""RNA::CRYZL1"", ""RNA::CYP21A2"", ""RNA::DNALI1"", ""RNA::EEF1A1P9"", ""RNA::FAM58B"", ""RNA::FBXO21"", ""RNA::GLIS2"", ""RNA::GPX3"", ""RNA::KGFLP2"", ""RNA::KRTAP5-3"", ""RNA::LOC647309"", ""RNA::OAT"", ""RNA::PLCB4"", ""RNA::SEPT9"", ""RNA::TAF15"", ""RNA::TOP1P2""]",19
2,4,xgboost,unrestricted_medoid,"[""RNA::ACAD8"", ""RNA::CC2D2A"", ""RNA::CCDC41"", ""RNA::CRYZL1"", ""RNA::CYP21A2"", ""RNA::DNALI1"", ""RNA::EEF1A1P9"", ""RNA::FAM58B"", ""RNA::FBXO21"", ""RNA::GLIS2"", ""RNA::GPX3"", ""RNA::KGFLP2"", ""RNA::KRTAP5-3"", ""RNA::LOC647309"", ""RNA::OAT"", ""RNA::PLCB4"", ""RNA::SEPT9"", ""RNA::TAF15"", ""RNA::TOP1P2""]",19
2,4,xgboost,regret_constrained_medoid,"[""RNA::ABCA12"", ""RNA::ABCA9"", ""RNA::ANKRD31"", ""RNA::C10orf75"", ""RNA::CALHM1"", ""RNA::CCDC41"", ""RNA::FAM98B"", ""RNA::FTHL3"", ""RNA::GPX3"", ""RNA::KIAA1409"", ""RNA::NADK"", ""RNA::NUDT11"", ""RNA::PLCB4"", ""RNA::PSMA8"", ""RNA::RPS27L"", ""RNA::SEPT9"", ""RNA::SUPT5H"", ""RNA::TOP1P2"", ""RNA::TRIP10"", ""RNA::VPS53"", ""SCNV::snoU13|ENSG00000238506.1""]",21
2,4,boruta_rf,direct,"[""RNA::AK2"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::ATP8B5P"", ""RNA::BAGE2"", ""RNA::BOD1"", ""RNA::BRD7"", ""RNA::BZW1"", ""RNA::C15orf21"", ""RNA::C1orf144"", ""RNA::CASP6"", ""RNA::CDC26"", ""RNA::CENPA"", ""RNA::CEP170L"", ""RNA::CHGB"", ""RNA::CKLF"", ""RNA::CMC1"", ""RNA::CNN3"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::DGCR2"", ""RNA::DNALI1"", ""RNA::DOCK7"", ""RNA::DST"", ""RNA::DYNC1H1"", ""RNA::DYNC1I2"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::EIF3A"", ""RNA::EXTL3"", ""RNA::FAF1"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GBAP1"", ""RNA::GCSH"", ""RNA::GGTLC1"", ""RNA::GPN1"", ""RNA::GPX7"", ""RNA::GUSBL1"", ""RNA::H3F3C"", ""RNA::HDAC1"", ""RNA::HNRNPA3P1"", ""RNA::ID2B"", ""RNA::IFNGR2"", ""RNA::ITGB3BP"", ""RNA::KDELR2"", ""RNA::KIAA1409"", ""RNA::LOC284232"", ""RNA::LOC341056"", ""RNA::LOC407835"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LOX"", ""RNA::LRRC37A4"", ""RNA::LRRC42"", ""RNA::LSM14A"", ""RNA::LYPLA1"", ""RNA::MADD"", ""RNA::MFSD2B"", ""RNA::MPRIP"", ""RNA::MYO18A"", ""RNA::NACA2"", ""RNA::NACAP1"", ""RNA::NADK"", ""RNA::NALCN"", ""RNA::NCRNA00152"", ""RNA::NFIA"", ""RNA::NOX4"", ""RNA::NUP37"", ""RNA::OSTC"", ""RNA::PA2G4P4"", ""RNA::PCBP3"", ""RNA::PIGC"", ""RNA::PMS2L2"", ""RNA::PPIA"", ""RNA::PPIAL4C"", ""RNA::RAB6C"", ""RNA::RGPD4"", ""RNA::RPL12"", ""RNA::RPL13A"", ""RNA::RPL13AP3"", ""RNA::RPL17"", ""RNA::RPL23P8"", ""RNA::RPL7"", ""RNA::S100A10"", ""RNA::SCP2"", ""RNA::SDF4"", ""RNA::SHQ1"", ""RNA::SLC6A10P"", ""RNA::SNRNP40"", ""RNA::SNX3"", ""RNA::SPCS2"", ""RNA::SPTAN1"", ""RNA::SUMO1P3"", ""RNA::TARSL2""]",100
2,4,boruta_rf,rfecv_only,"[""RNA::DNALI1"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::LRRC42"", ""RNA::NADK"", ""RNA::RPL13AP3""]",9
2,4,boruta_rf,highest_locking_score,"[""RNA::ATP8B5P"", ""RNA::CHGB"", ""RNA::CKLF"", ""RNA::CTCFL"", ""RNA::DGCR2"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EXTL3"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::GPX7"", ""RNA::KIAA1409"", ""RNA::LOC643387"", ""RNA::NALCN"", ""RNA::NOX4"", ""RNA::RPL23P8"", ""RNA::S100A10"", ""RNA::SNX3""]",19
2,4,boruta_rf,legacy_top3_medoid,"[""RNA::ATP8B5P"", ""RNA::CHGB"", ""RNA::CKLF"", ""RNA::CTCFL"", ""RNA::DGCR2"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EXTL3"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::GPX7"", ""RNA::KIAA1409"", ""RNA::LOC643387"", ""RNA::NALCN"", ""RNA::NOX4"", ""RNA::RPL23P8"", ""RNA::S100A10"", ""RNA::SNX3""]",19
2,4,boruta_rf,unrestricted_medoid,"[""RNA::ATP6V1C2"", ""RNA::CEP170L"", ""RNA::CTCFL"", ""RNA::FAM90A7"", ""RNA::GGTLC1"", ""RNA::HDAC1"", ""RNA::ITGB3BP"", ""RNA::LOC284232"", ""RNA::LOC644936"", ""RNA::LOX"", ""RNA::LRRC37A4"", ""RNA::OSTC"", ""RNA::PCBP3"", ""RNA::PPIA"", ""RNA::RPL17"", ""RNA::S100A10""]",16
2,4,boruta_rf,regret_constrained_medoid,"[""RNA::ATP8B5P"", ""RNA::CHGB"", ""RNA::CKLF"", ""RNA::CTCFL"", ""RNA::DGCR2"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EXTL3"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::GPX7"", ""RNA::KIAA1409"", ""RNA::LOC643387"", ""RNA::NALCN"", ""RNA::NOX4"", ""RNA::RPL23P8"", ""RNA::S100A10"", ""RNA::SNX3""]",19
