outer_repeat,outer_fold,branch,method,features,feature_count
1,4,xgboost,highest_locking_score,"[""RNA::ABCC4"", ""RNA::ABCD1"", ""RNA::BFAR"", ""RNA::C18orf56"", ""RNA::C6orf147"", ""RNA::CHD1L"", ""RNA::CYP27B1"", ""RNA::FBXW12"", ""RNA::G6PC2"", ""RNA::LRRC4C"", ""RNA::MYST2"", ""RNA::NBPF3"", ""RNA::PLEKHA4"", ""RNA::SNRNP40"", ""RNA::SPN"", ""RNA::SUMO1P3"", ""RNA::TNFAIP8L2"", ""RNA::WLS"", ""RNA::YTHDF2"", ""SCNV::CA6""]",20
1,4,xgboost,legacy_top3_medoid,"[""RNA::ABCC4"", ""RNA::ABCD1"", ""RNA::BFAR"", ""RNA::C18orf56"", ""RNA::C6orf147"", ""RNA::CHD1L"", ""RNA::CYP27B1"", ""RNA::FBXW12"", ""RNA::G6PC2"", ""RNA::LRRC4C"", ""RNA::MYST2"", ""RNA::NBPF3"", ""RNA::PLEKHA4"", ""RNA::SNRNP40"", ""RNA::SPN"", ""RNA::SUMO1P3"", ""RNA::TNFAIP8L2"", ""RNA::WLS"", ""RNA::YTHDF2"", ""SCNV::CA6""]",20
1,4,xgboost,unrestricted_medoid,"[""RNA::AMAC1L3"", ""RNA::C10orf131"", ""RNA::C18orf56"", ""RNA::CEBPA"", ""RNA::DRG2"", ""RNA::G6PC2"", ""RNA::HSPA12B"", ""RNA::LOC283922"", ""RNA::MYST2"", ""RNA::NBPF3"", ""RNA::NFIA"", ""RNA::PNPLA1"", ""RNA::SIAH1"", ""RNA::SLC6A12"", ""RNA::SNRNP40"", ""RNA::SPDYE3"", ""RNA::SUGT1L1"", ""RNA::SUMO1P3"", ""RNA::TEX9"", ""RNA::TXLNA""]",20
1,4,xgboost,regret_constrained_medoid,"[""RNA::ABCC4"", ""RNA::ABCD1"", ""RNA::BFAR"", ""RNA::C18orf56"", ""RNA::C6orf147"", ""RNA::CHD1L"", ""RNA::CYP27B1"", ""RNA::FBXW12"", ""RNA::G6PC2"", ""RNA::LRRC4C"", ""RNA::MYST2"", ""RNA::NBPF3"", ""RNA::PLEKHA4"", ""RNA::SNRNP40"", ""RNA::SPN"", ""RNA::SUMO1P3"", ""RNA::TNFAIP8L2"", ""RNA::WLS"", ""RNA::YTHDF2"", ""SCNV::CA6""]",20
1,4,boruta_rf,direct,"[""RNA::ABLIM1"", ""RNA::ACTL6A"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::ATP8B5P"", ""RNA::BAGE2"", ""RNA::BZW1"", ""RNA::C10orf4"", ""RNA::C12orf48"", ""RNA::C12orf51"", ""RNA::C15orf21"", ""RNA::C1orf144"", ""RNA::CASP3"", ""RNA::CASP6"", ""RNA::CDC26"", ""RNA::CEP170L"", ""RNA::CKLF"", ""RNA::CLIC1"", ""RNA::CMC1"", ""RNA::CNN3"", ""RNA::COMMD10"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::DOCK7"", ""RNA::DST"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EEF1A1P9"", ""RNA::EIF3A"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::GPN1"", ""RNA::GPX7"", ""RNA::GUSB"", ""RNA::GUSBL1"", ""RNA::H3F3C"", ""RNA::HERC1"", ""RNA::HNRNPA3P1"", ""RNA::HSPA12B"", ""RNA::IFNGR2"", ""RNA::IRF2"", ""RNA::KDELR2"", ""RNA::KIAA0427"", ""RNA::KIAA1279"", ""RNA::KTI12"", ""RNA::LDHA"", ""RNA::LOC100130776"", ""RNA::LOC284232"", ""RNA::LOC341056"", ""RNA::LOC399744"", ""RNA::LOC407835"", ""RNA::LOC442454"", ""RNA::LOC541471"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LOX"", ""RNA::LRRC37A4"", ""RNA::LRRC42"", ""RNA::LRRTM4"", ""RNA::LSM14A"", ""RNA::LYPLA1"", ""RNA::MADD"", ""RNA::MEOX2"", ""RNA::MFSD2B"", ""RNA::MPRIP"", ""RNA::MYO18A"", ""RNA::NACA2"", ""RNA::NACAP1"", ""RNA::NADK"", ""RNA::NALCN"", ""RNA::NCRNA00152"", ""RNA::NOX4"", ""RNA::OPN1SW"", ""RNA::OSTC"", ""RNA::PA2G4P4"", ""RNA::PDIA4"", ""RNA::PIP4K2B"", ""RNA::PMS2L2"", ""RNA::PPIA"", ""RNA::PPIAL4C"", ""RNA::PRKCG"", ""RNA::PVT1"", ""RNA::RAB6C"", ""RNA::RAN"", ""RNA::RAP1B"", ""RNA::RHOC"", ""RNA::RPL12"", ""RNA::RPL13AP3"", ""RNA::RPL17"", ""RNA::RPL23P8"", ""RNA::RRM2"", ""RNA::SCP2"", ""RNA::SEPT14"", ""RNA::SFRS4"", ""RNA::SHQ1""]",100
1,4,boruta_rf,rfecv_only,"[""RNA::ASAP3"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::NADK"", ""RNA::RPL13AP3""]",8
1,4,boruta_rf,highest_locking_score,"[""RNA::CASP3"", ""RNA::FTHL3"", ""RNA::GPN1"", ""RNA::HSPA12B"", ""RNA::LSM14A"", ""RNA::MADD"", ""RNA::NADK"", ""RNA::OPN1SW"", ""RNA::OSTC"", ""RNA::PDIA4"", ""RNA::RPL12"", ""RNA::RPL13AP3"", ""RNA::SCP2"", ""RNA::SFRS4""]",14
1,4,boruta_rf,legacy_top3_medoid,"[""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::BAGE2"", ""RNA::CDC26"", ""RNA::CKLF"", ""RNA::COMMD10"", ""RNA::CTCFL"", ""RNA::DYNC1H1"", ""RNA::IRF2"", ""RNA::LOC407835"", ""RNA::LRRTM4"", ""RNA::OPN1SW"", ""RNA::PDIA4"", ""RNA::PPIA"", ""RNA::RHOC"", ""RNA::SEPT14"", ""RNA::SHQ1""]",17
1,4,boruta_rf,unrestricted_medoid,"[""RNA::C12orf51"", ""RNA::CLIC1"", ""RNA::EDARADD"", ""RNA::EIF3A"", ""RNA::KIAA0427"", ""RNA::LOC100130776"", ""RNA::LOC728643"", ""RNA::LOX"", ""RNA::LRRC37A4"", ""RNA::LRRC42"", ""RNA::LRRTM4"", ""RNA::MEOX2"", ""RNA::NALCN"", ""RNA::NOX4"", ""RNA::OSTC"", ""RNA::PDIA4"", ""RNA::PIP4K2B"", ""RNA::RPL13AP3"", ""RNA::RRM2"", ""RNA::SCP2""]",20
1,4,boruta_rf,regret_constrained_medoid,"[""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::BAGE2"", ""RNA::CDC26"", ""RNA::CKLF"", ""RNA::COMMD10"", ""RNA::CTCFL"", ""RNA::DYNC1H1"", ""RNA::IRF2"", ""RNA::LOC407835"", ""RNA::LRRTM4"", ""RNA::OPN1SW"", ""RNA::PDIA4"", ""RNA::PPIA"", ""RNA::RHOC"", ""RNA::SEPT14"", ""RNA::SHQ1""]",17
1,5,svm_l1,direct,"[""RNA::ACSM2A"", ""RNA::ADAM2"", ""RNA::AK2"", ""RNA::ANKRD55"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::C11orf92"", ""RNA::C14orf105"", ""RNA::C15orf21"", ""RNA::C1orf107"", ""RNA::C1orf87"", ""RNA::C22orf15"", ""RNA::C2orf67"", ""RNA::C3orf38"", ""RNA::CARD8"", ""RNA::CCDC127"", ""RNA::CDK11B"", ""RNA::CEP70"", ""RNA::CLP1"", ""RNA::CT45A1"", ""RNA::CXorf21"", ""RNA::CYB5R3"", ""RNA::DDX19B"", ""RNA::DGKK"", ""RNA::ERMP1"", ""RNA::EXOG"", ""RNA::FAM159A"", ""RNA::FTHL3"", ""RNA::FXN"", ""RNA::FYCO1"", ""RNA::GAPT"", ""RNA::GBP7"", ""RNA::GCSH"", ""RNA::GPR89A"", ""RNA::GTF2H1"", ""RNA::HAPLN1"", ""RNA::HIST1H2BE"", ""RNA::HLA-DRB6"", ""RNA::HNRNPA3P1"", ""RNA::HRASLS"", ""RNA::HSPBAP1"", ""RNA::ID3"", ""RNA::ITGA8"", ""RNA::LEKR1"", ""RNA::LIMD2"", ""RNA::LOC100129034"", ""RNA::LOC348021"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LSM14A"", ""RNA::MCM6"", ""RNA::MFSD2B"", ""RNA::MIA"", ""RNA::MYOZ2"", ""RNA::NACAP1"", ""RNA::NCF1C"", ""RNA::NTN1"", ""RNA::OR1L1"", ""RNA::OR6C75"", ""RNA::OR8D1"", ""RNA::PA2G4P4"", ""RNA::PLEKHA4"", ""RNA::PMP2"", ""RNA::POLR2C"", ""RNA::PPIAL4C"", ""RNA::RGAG4"", ""RNA::S100PBP"", ""RNA::SAMD11"", ""RNA::SFRS4"", ""RNA::SLC47A1"", ""RNA::SUMO1P3"", ""RNA::SUN3"", ""RNA::SYF2"", ""RNA::THRAP3"", ""RNA::TMEM149"", ""RNA::TMEM18"", ""RNA::TMX2"", ""RNA::TRIM35"", ""RNA::TXNDC12"", ""RNA::ZNF596"", ""RNA::ZNRF4"", ""SCNV::KCTD15"", ""SCNV::LINC00662"", ""SCNV::LZIC"", ""SCNV::MIR4425"", ""SCNV::RNA5SP40"", ""SCNV::SLC25A33""]",88
1,5,svm_l1,rfecv_only,"[""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::NACAP1"", ""RNA::S100PBP"", ""RNA::TXNDC12"", ""SCNV::LINC00662"", ""SCNV::MIR4425""]",10
1,5,svm_l1,highest_locking_score,"[""RNA::AK2"", ""RNA::C1orf87"", ""RNA::CT45A1"", ""RNA::EXOG"", ""RNA::FTHL3"", ""RNA::FXN"", ""RNA::HAPLN1"", ""RNA::ID3"", ""RNA::LOC100129034"", ""RNA::LOC728643"", ""RNA::MCM6"", ""RNA::OR1L1"", ""RNA::POLR2C"", ""RNA::SAMD11"", ""RNA::SYF2"", ""RNA::TMEM18""]",16
1,5,svm_l1,legacy_top3_medoid,"[""RNA::C1orf87"", ""RNA::C22orf15"", ""RNA::CARD8"", ""RNA::CEP70"", ""RNA::CXorf21"", ""RNA::HAPLN1"", ""RNA::LEKR1"", ""RNA::LOC100129034"", ""RNA::LSM14A"", ""RNA::MYOZ2"", ""RNA::PPIAL4C"", ""RNA::SUMO1P3""]",12
1,5,svm_l1,unrestricted_medoid,"[""RNA::C11orf92"", ""RNA::C1orf87"", ""RNA::CARD8"", ""RNA::CXorf21"", ""RNA::DDX19B"", ""RNA::GPR89A"", ""RNA::HLA-DRB6"", ""RNA::LOC100129034"", ""RNA::LOC644936"", ""RNA::MFSD2B"", ""RNA::NACAP1"", ""RNA::PA2G4P4"", ""RNA::PMP2"", ""RNA::SUMO1P3"", ""RNA::SYF2""]",15
1,5,svm_l1,regret_constrained_medoid,"[""RNA::C1orf87"", ""RNA::C22orf15"", ""RNA::CARD8"", ""RNA::CEP70"", ""RNA::CXorf21"", ""RNA::HAPLN1"", ""RNA::LEKR1"", ""RNA::LOC100129034"", ""RNA::LSM14A"", ""RNA::MYOZ2"", ""RNA::PPIAL4C"", ""RNA::SUMO1P3""]",12
1,5,xgboost,direct,"[""RNA::AKR1CL1"", ""RNA::ALG10B"", ""RNA::ANK1"", ""RNA::APOL3"", ""RNA::ARHGAP1"", ""RNA::ARHGAP6"", ""RNA::ASAP3"", ""RNA::B3GNTL1"", ""RNA::BARX1"", ""RNA::BVES"", ""RNA::C14orf23"", ""RNA::C15orf21"", ""RNA::C16orf72"", ""RNA::C2orf67"", ""RNA::C9orf80"", ""RNA::CAPN8"", ""RNA::CCDC136"", ""RNA::CCNJL"", ""RNA::CDHR3"", ""RNA::CDK2AP1"", ""RNA::CH25H"", ""RNA::CLEC7A"", ""RNA::CRYZL1"", ""RNA::CTNNA3"", ""RNA::CTNNBL1"", ""RNA::CYP4F12"", ""RNA::CYP51A1"", ""RNA::CYYR1"", ""RNA::DCUN1D3"", ""RNA::DNALI1"", ""RNA::DPP6"", ""RNA::EEF1A1P9"", ""RNA::EHBP1L1"", ""RNA::FAM65A"", ""RNA::FLYWCH1"", ""RNA::FRG1B"", ""RNA::GATA2"", ""RNA::GNAI1"", ""RNA::GOLGB1"", ""RNA::GOT2"", ""RNA::GPR143"", ""RNA::GPR55"", ""RNA::GPR89B"", ""RNA::GSTM2"", ""RNA::GTF2IRD2P1"", ""RNA::GUCY1B2"", ""RNA::H6PD"", ""RNA::IL2RA"", ""RNA::KCNJ11"", ""RNA::KCNK15"", ""RNA::LOC100128292"", ""RNA::LOC407835"", ""RNA::LRRK1"", ""RNA::MAMDC4"", ""RNA::MFSD11"", ""RNA::MRPL22"", ""RNA::MST1P9"", ""RNA::MYBPC3"", ""RNA::NEUROG3"", ""RNA::NFIA"", ""RNA::NPLOC4"", ""RNA::NPVF"", ""RNA::NRAP"", ""RNA::NUAK2"", ""RNA::NUDT6"", ""RNA::OTUD1"", ""RNA::PAPD5"", ""RNA::PCBP3"", ""RNA::PFN2"", ""RNA::PGF"", ""RNA::PLCZ1"", ""RNA::PLEK2"", ""RNA::POU6F2"", ""RNA::PRPS1"", ""RNA::PTMS"", ""RNA::QDPR"", ""RNA::RBM17"", ""RNA::RGS12"", ""RNA::S100PBP"", ""RNA::SC65"", ""RNA::SEPT3"", ""RNA::SLC19A2"", ""RNA::SLC36A4"", ""RNA::SMARCC2"", ""RNA::SPDEF"", ""RNA::STK40"", ""RNA::TADA2B"", ""RNA::TATDN2"", ""RNA::TBRG4"", ""RNA::TEKT4"", ""RNA::THRAP3"", ""RNA::TMEM147"", ""RNA::TMEM149"", ""RNA::TNS4"", ""RNA::UBQLN2"", ""RNA::VASH1"", ""RNA::VASP"", ""RNA::VIM"", ""RNA::ZNF836"", ""SCNV::ENO1""]",100
1,5,xgboost,rfecv_only,"[""RNA::ASAP3"", ""RNA::C15orf21"", ""RNA::DNALI1"", ""RNA::EEF1A1P9"", ""RNA::GOLGB1"", ""RNA::KCNJ11"", ""RNA::LOC407835"", ""RNA::NFIA"", ""RNA::PCBP3"", ""RNA::PLEK2"", ""RNA::RBM17"", ""RNA::S100PBP"", ""RNA::STK40"", ""RNA::TADA2B"", ""RNA::VIM"", ""SCNV::ENO1""]",16
1,5,xgboost,highest_locking_score,"[""RNA::ASAP3"", ""RNA::C9orf80"", ""RNA::CDK2AP1"", ""RNA::CTNNA3"", ""RNA::CTNNBL1"", ""RNA::CYP4F12"", ""RNA::EEF1A1P9"", ""RNA::FLYWCH1"", ""RNA::LOC100128292"", ""RNA::LRRK1"", ""RNA::NFIA"", ""RNA::NPLOC4"", ""RNA::NPVF"", ""RNA::PGF"", ""RNA::PLCZ1"", ""RNA::SMARCC2"", ""RNA::STK40"", ""RNA::TBRG4"", ""RNA::TMEM147""]",19
1,5,xgboost,legacy_top3_medoid,"[""RNA::ASAP3"", ""RNA::C9orf80"", ""RNA::CDK2AP1"", ""RNA::CTNNA3"", ""RNA::CTNNBL1"", ""RNA::CYP4F12"", ""RNA::EEF1A1P9"", ""RNA::FLYWCH1"", ""RNA::LOC100128292"", ""RNA::LRRK1"", ""RNA::NFIA"", ""RNA::NPLOC4"", ""RNA::NPVF"", ""RNA::PGF"", ""RNA::PLCZ1"", ""RNA::SMARCC2"", ""RNA::STK40"", ""RNA::TBRG4"", ""RNA::TMEM147""]",19
1,5,xgboost,unrestricted_medoid,"[""RNA::ASAP3"", ""RNA::C9orf80"", ""RNA::CDK2AP1"", ""RNA::CTNNA3"", ""RNA::CTNNBL1"", ""RNA::CYP4F12"", ""RNA::EEF1A1P9"", ""RNA::FLYWCH1"", ""RNA::LOC100128292"", ""RNA::LRRK1"", ""RNA::NFIA"", ""RNA::NPLOC4"", ""RNA::NPVF"", ""RNA::PGF"", ""RNA::PLCZ1"", ""RNA::SMARCC2"", ""RNA::STK40"", ""RNA::TBRG4"", ""RNA::TMEM147""]",19
1,5,xgboost,regret_constrained_medoid,"[""RNA::ASAP3"", ""RNA::C9orf80"", ""RNA::CDK2AP1"", ""RNA::CTNNA3"", ""RNA::CTNNBL1"", ""RNA::CYP4F12"", ""RNA::EEF1A1P9"", ""RNA::FLYWCH1"", ""RNA::LOC100128292"", ""RNA::LRRK1"", ""RNA::NFIA"", ""RNA::NPLOC4"", ""RNA::NPVF"", ""RNA::PGF"", ""RNA::PLCZ1"", ""RNA::SMARCC2"", ""RNA::STK40"", ""RNA::TBRG4"", ""RNA::TMEM147""]",19
1,5,boruta_rf,direct,"[""RNA::ACBD5"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP5EP2"", ""RNA::ATP6V1C2"", ""RNA::ATP8B5P"", ""RNA::BAGE2"", ""RNA::BRD7"", ""RNA::C12orf48"", ""RNA::C15orf21"", ""RNA::C2orf28"", ""RNA::C3orf38"", ""RNA::CA9"", ""RNA::CASP6"", ""RNA::CCDC109B"", ""RNA::CD248"", ""RNA::CDC26"", ""RNA::CEP170L"", ""RNA::CKLF"", ""RNA::CLIC1"", ""RNA::CNN3"", ""RNA::COMMD10"", ""RNA::CPEB3"", ""RNA::CTCFL"", ""RNA::DEPDC1"", ""RNA::DNALI1"", ""RNA::DOCK7"", ""RNA::DST"", ""RNA::DSTYK"", ""RNA::DYNC1H1"", ""RNA::EDARADD"", ""RNA::EDEM2"", ""RNA::EEF1A1P9"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::FTHL3"", ""RNA::GCSH"", ""RNA::GGTLC1"", ""RNA::GPX7"", ""RNA::GUSBL1"", ""RNA::H3F3C"", ""RNA::HDAC3"", ""RNA::HNRNPA3P1"", ""RNA::IFNGR2"", ""RNA::KTI12"", ""RNA::LDHA"", ""RNA::LEPRE1"", ""RNA::LOC100130776"", ""RNA::LOC284232"", ""RNA::LOC341056"", ""RNA::LOC389705"", ""RNA::LOC407835"", ""RNA::LOC442454"", ""RNA::LOC541471"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LRRC37A4"", ""RNA::LSM14A"", ""RNA::LYPLA1"", ""RNA::MFSD2B"", ""RNA::MPRIP"", ""RNA::MYO18A"", ""RNA::NACA2"", ""RNA::NACAP1"", ""RNA::NADK"", ""RNA::NALCN"", ""RNA::NCRNA00152"", ""RNA::NFIA"", ""RNA::NOX4"", ""RNA::NUP37"", ""RNA::OSTC"", ""RNA::PA2G4P4"", ""RNA::PCNA"", ""RNA::PDCD5"", ""RNA::PIGC"", ""RNA::PLEK2"", ""RNA::PMS2L2"", ""RNA::PPIA"", ""RNA::PPIAL4C"", ""RNA::PRKCA"", ""RNA::PTTG1"", ""RNA::RAB6C"", ""RNA::RARS"", ""RNA::RGPD4"", ""RNA::RPL12"", ""RNA::RPL13AP3"", ""RNA::RPL17"", ""RNA::RPL23P8"", ""RNA::RPS2P32"", ""RNA::SEPHS2"", ""RNA::SERPINH1"", ""RNA::SLC6A10P"", ""RNA::SPCS2"", ""RNA::SPTAN1"", ""RNA::SUMO1P3"", ""RNA::SYNPO2"", ""RNA::SYT11"", ""RNA::TARSL2"", ""RNA::TMED2""]",100
1,5,boruta_rf,rfecv_only,"[""RNA::ASAP3"", ""RNA::CNN3"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::LOC442454"", ""RNA::LOC643387"", ""RNA::LOC728643"", ""RNA::NACAP1"", ""RNA::RPL13AP3""]",10
1,5,boruta_rf,highest_locking_score,"[""RNA::ACBD5"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP6V1C2"", ""RNA::CTCFL"", ""RNA::DYNC1H1"", ""RNA::GCSH"", ""RNA::GPX7"", ""RNA::HNRNPA3P1"", ""RNA::KTI12"", ""RNA::LOC644936"", ""RNA::LSM14A"", ""RNA::NACA2"", ""RNA::NCRNA00152"", ""RNA::PIGC"", ""RNA::PLEK2"", ""RNA::PPIAL4C"", ""RNA::RAB6C"", ""RNA::RGPD4"", ""RNA::SYNPO2""]",20
1,5,boruta_rf,legacy_top3_medoid,"[""RNA::ACBD5"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP6V1C2"", ""RNA::CTCFL"", ""RNA::DYNC1H1"", ""RNA::GCSH"", ""RNA::GPX7"", ""RNA::HNRNPA3P1"", ""RNA::KTI12"", ""RNA::LOC644936"", ""RNA::LSM14A"", ""RNA::NACA2"", ""RNA::NCRNA00152"", ""RNA::PIGC"", ""RNA::PLEK2"", ""RNA::PPIAL4C"", ""RNA::RAB6C"", ""RNA::RGPD4"", ""RNA::SYNPO2""]",20
1,5,boruta_rf,unrestricted_medoid,"[""RNA::ACBD5"", ""RNA::ASAP3"", ""RNA::BRD7"", ""RNA::C2orf28"", ""RNA::C3orf38"", ""RNA::EDARADD"", ""RNA::FAM71D"", ""RNA::FAM90A7"", ""RNA::GGTLC1"", ""RNA::GPX7"", ""RNA::LOC644936"", ""RNA::LRRC37A4"", ""RNA::NACA2"", ""RNA::PA2G4P4"", ""RNA::PRKCA"", ""RNA::RAB6C"", ""RNA::RPL17"", ""RNA::SYNPO2""]",18
1,5,boruta_rf,regret_constrained_medoid,"[""RNA::ACBD5"", ""RNA::ANXA2P1"", ""RNA::ASAP3"", ""RNA::ATP6V1C2"", ""RNA::CTCFL"", ""RNA::DYNC1H1"", ""RNA::GCSH"", ""RNA::GPX7"", ""RNA::HNRNPA3P1"", ""RNA::KTI12"", ""RNA::LOC644936"", ""RNA::LSM14A"", ""RNA::NACA2"", ""RNA::NCRNA00152"", ""RNA::PIGC"", ""RNA::PLEK2"", ""RNA::PPIAL4C"", ""RNA::RAB6C"", ""RNA::RGPD4"", ""RNA::SYNPO2""]",20
2,1,svm_l1,direct,"[""RNA::AK2"", ""RNA::ANGEL2"", ""RNA::ASAP3"", ""RNA::ATP1B3"", ""RNA::ATP5EP2"", ""RNA::ATP8B5P"", ""RNA::BASE"", ""RNA::C11orf92"", ""RNA::C12orf29"", ""RNA::C15orf21"", ""RNA::CARD8"", ""RNA::CD69"", ""RNA::CDKL1"", ""RNA::EEF1A1P9"", ""RNA::FAM190A"", ""RNA::FOXD3"", ""RNA::FTHL3"", ""RNA::FYCO1"", ""RNA::G6PC2"", ""RNA::GBP7"", ""RNA::GCSH"", ""RNA::HDAC1"", ""RNA::HIST1H4H"", ""RNA::HK2"", ""RNA::HNRNPA3P1"", ""RNA::ID3"", ""RNA::LEKR1"", ""RNA::LOC100129034"", ""RNA::LOC100240726"", ""RNA::LOC348021"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LSM14A"", ""RNA::MFSD2B"", ""RNA::MLH1"", ""RNA::MRPS10"", ""RNA::MSX2"", ""RNA::MYOZ2"", ""RNA::NACAP1"", ""RNA::NIF3L1"", ""RNA::NUDT3"", ""RNA::OR6C75"", ""RNA::PA2G4P4"", ""RNA::PGA5"", ""RNA::PGRMC2"", ""RNA::PLEKHA4"", ""RNA::PMP2"", ""RNA::PPIAL4C"", ""RNA::PWP1"", ""RNA::SAMD11"", ""RNA::SCP2"", ""RNA::SEMA6A"", ""RNA::SFRS4"", ""RNA::SH3BGRL3"", ""RNA::SLC47A1"", ""RNA::SNTG1"", ""RNA::SUMF1"", ""RNA::SUMO1P3"", ""RNA::SYF2"", ""RNA::SYNPO2"", ""RNA::TFF2"", ""RNA::THRAP3"", ""RNA::TRIM48"", ""RNA::XIRP1"", ""RNA::XRCC5"", ""RNA::ZNF596"", ""SCNV::KCTD15"", ""SCNV::LIN28A"", ""SCNV::PEX14"", ""SCNV::SPATA21""]",71
2,1,svm_l1,rfecv_only,"[""RNA::AK2"", ""RNA::ASAP3"", ""RNA::EEF1A1P9"", ""RNA::FTHL3"", ""RNA::HNRNPA3P1"", ""RNA::LOC643387"", ""RNA::LOC644936"", ""RNA::LOC728643"", ""RNA::LSM14A"", ""RNA::NACAP1"", ""RNA::PPIAL4C"", ""RNA::SFRS4"", ""RNA::SYF2"", ""RNA::SYNPO2""]",14
2,1,svm_l1,highest_locking_score,"[""RNA::ANGEL2"", ""RNA::ATP5EP2"", ""RNA::CDKL1"", ""RNA::GCSH"", ""RNA::LOC100240726"", ""RNA::MLH1"", ""RNA::PGA5"", ""RNA::PGRMC2"", ""RNA::PMP2"", ""RNA::SFRS4"", ""RNA::SUMF1"", ""RNA::SUMO1P3"", ""RNA::SYNPO2"", ""SCNV::SPATA21""]",14
2,1,svm_l1,legacy_top3_medoid,"[""RNA::ATP8B5P"", ""RNA::CDKL1"", ""RNA::FYCO1"", ""RNA::LOC644936"", ""RNA::NACAP1"", ""RNA::OR6C75"", ""RNA::PGRMC2"", ""RNA::PMP2"", ""RNA::SFRS4"", ""RNA::SUMF1"", ""RNA::SYF2"", ""RNA::SYNPO2"", ""RNA::TRIM48"", ""RNA::ZNF596""]",14
2,1,svm_l1,unrestricted_medoid,"[""RNA::FYCO1"", ""RNA::LOC100129034"", ""RNA::LOC644936"", ""RNA::NUDT3"", ""RNA::PGRMC2"", ""RNA::SEMA6A"", ""RNA::SFRS4"", ""RNA::SLC47A1"", ""RNA::SUMO1P3"", ""RNA::SYF2"", ""RNA::SYNPO2"", ""RNA::TFF2"", ""RNA::ZNF596"", ""SCNV::PEX14""]",14
2,1,svm_l1,regret_constrained_medoid,"[""RNA::FYCO1"", ""RNA::LOC100129034"", ""RNA::LOC644936"", ""RNA::NUDT3"", ""RNA::PGRMC2"", ""RNA::SEMA6A"", ""RNA::SFRS4"", ""RNA::SLC47A1"", ""RNA::SUMO1P3"", ""RNA::SYF2"", ""RNA::SYNPO2"", ""RNA::TFF2"", ""RNA::ZNF596"", ""SCNV::PEX14""]",14
